,,,,,,,Even Strength,Even Strength,Even Strength,Even Strength,,Power Play,Power Play,Power Play,Power Play,,Short Handed,Short Handed,Short Handed,Short Handed,-additional
Rk,Player,Tm,Pos,Shift,GP,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,-9999
339,Jacob Middleton,MIN,D,0:48,80,,17:29,-4.1,2.4,3.0,,0:02,-25.3,0.0,20.9,,2:16,-4.8,0.0,7.2,middlja01
340,Jacob Moverare,LAK,D,0:43,24,,9:49,-4.4,2.5,2.8,,0:00,,0.0,0.0,,0:36,4.8,4.1,8.2,moverja01
341,Jacob Peterson,SJS,C,0:41,6,,11:24,-10.3,0.0,2.6,,0:28,-11.9,20.8,0.0,,1:22,0.2,0.0,14.6,peterja01
342,Jacob Trouba,NYR,D,0:40,69,,18:01,-4.9,2.6,2.8,,0:22,-7.0,2.3,0.0,,2:50,-16.7,0.6,5.5,troubja01
343,Jaden Schwartz,SEA,C,0:57,62,,13:59,1.2,2.2,3.0,,2:20,-5.2,8.3,1.7,,0:01,-11.1,0.0,0.0,schwaja01
344,Jake Bean,CBJ,D,0:38,72,,15:11,-0.6,2.1,2.7,,0:02,-1.1,0.0,0.0,,1:05,1.0,0.8,8.4,beanja01
345,Jake Christiansen,CBJ,D,1:01,12,,13:07,-9.4,1.9,3.4,,0:05,-37.1,0.0,51.4,,0:00,,,,chrisja01
346,Jake DeBrusk,BOS,LW,0:38,80,,13:32,1.0,2.6,2.4,,1:40,-4.1,8.0,0.9,,1:36,2.2,0.9,6.5,debruja01
347,Jake Evans,MTL,C/RW,0:43,82,,12:42,-3.1,2.4,2.7,,0:08,-18.8,0.0,0.0,,3:10,-5.6,0.9,9.5,evansja02
348,Jake Guentzel,TOT,C,0:54,67,,16:20,1.5,5.2,1.4,,3:36,3.8,17.4,0.0,,0:03,,0.0,0.0,guentja01
349,Jake Leschyshyn,NYR,C,0:42,1,,6:28,-28.4,0.0,9.3,,0:00,,,,,0:00,,,,leschja01
350,Jake Lucchini,MIN,F,0:46,40,,8:51,-8.1,1.7,2.2,,0:00,7.9,0.0,0.0,,0:43,-1.1,0.0,8.2,lucchja01
351,Jake McCabe,TOR,D,0:46,73,,18:02,-0.8,3.4,2.6,,0:25,-1.1,5.8,1.9,,2:11,-1.6,1.1,6.0,mccabja01
352,Jake Neighbours,STL,LW,0:56,77,,13:11,-1.0,2.5,3.4,,2:11,-1.0,9.6,0.7,,0:19,1.5,2.4,7.1,neighja01
353,Jake Sanderson,OTT,D,0:39,79,,17:15,3.5,3.0,2.7,,3:01,2.0,6.8,1.0,,2:56,-6.4,1.3,9.8,sandeja01
354,Jake Walman,DET,D,0:33,63,,16:38,-1.7,3.1,3.5,,0:40,3.6,5.6,0.0,,2:26,1.1,1.9,6.6,walmaja01
355,Jakob Chychrun,OTT,D,0:39,82,,19:29,0.7,2.7,3.7,,2:40,-1.8,7.4,0.8,,0:13,16.4,0.0,3.3,chychja01
356,Jakob Pelletier,CGY,LW,0:33,13,,9:10,-4.1,2.5,2.0,,0:05,,0.0,0.0,,0:00,,,,pelleja01
357,Jakob Silfverberg,ANA,LW,0:34,81,,9:52,6.1,1.4,1.3,,2:05,5.4,6.7,0.0,,1:04,-4.8,1.4,14.4,silfvja01
358,Jakub Lauko,BOS,C,0:44,60,,9:38,-6.8,1.7,2.0,,0:04,-20.8,0.0,0.0,,0:06,7.6,0.0,0.0,laukoja01
359,Jakub Vrána,STL,LW,0:52,21,,10:26,-4.5,2.5,4.4,,1:40,2.0,0.0,0.0,,0:00,,0.0,0.0,vranaja01
360,Jalen Chatfield,CAR,D,0:32,72,,14:30,1.7,2.9,2.0,,0:02,11.1,0.0,0.0,,0:38,2.5,0.0,3.9,chatfja01
361,James Hamblin,EDM,F,0:38,31,,7:45,-9.2,2.2,1.5,,0:02,,0.0,0.0,,0:07,-3.6,0.0,16.2,hamblja01
362,James Malatesta,CBJ,LW,0:38,11,,9:49,-6.8,2.2,2.8,,0:23,-14.7,0.0,0.0,,0:00,,,,malatja01
363,James van Riemsdyk,BOS,LW,0:41,71,,10:57,2.8,2.4,1.6,,2:32,5.2,7.6,1.0,,0:00,-13.2,0.0,0.0,vanrija01
364,Jamie Benn,DAL,LW,0:44,82,,11:48,-0.6,3.0,2.7,,2:19,2.7,11.0,0.6,,0:59,-2.2,3.0,6.0,bennja01
365,Jamie Drysdale,TOT,D,0:56,34,,16:59,0.8,1.9,2.9,,2:26,1.9,0.0,0.0,,0:11,7.1,9.8,0.0,drysdja01
366,Jamie Oleksiak,SEA,D,0:39,82,,16:38,-5.7,2.5,2.7,,0:01,11.1,0.0,0.0,,2:58,-5.3,0.7,7.9,oleksja01
367,Jan Jeník,ARI,RW,0:37,5,,8:22,-6.8,1.4,2.9,,0:00,,,,,0:00,,,,jenikja01
368,Jan Rutta,SJS,D,0:58,69,,16:38,-1.8,1.9,3.1,,0:07,-10.7,0.0,0.0,,2:57,-2.0,0.6,7.6,ruttaja02
369,Jani Hakanpää,DAL,D,0:37,64,,15:20,-7.8,3.2,3.0,,0:01,-38.1,0.0,0.0,,3:16,-16.3,1.7,8.3,hakanja01
370,Jansen Harkins,PIT,C,0:38,45,,7:58,-3.8,1.0,1.7,,0:07,-28.2,0.0,0.0,,0:05,18.9,0.0,0.0,harkija01
371,Jared McCann,SEA,C,0:49,80,,12:42,2.2,2.8,3.2,,2:34,3.6,8.5,1.5,,1:28,12.5,1.0,8.1,mccanja01
372,Jared Spurgeon,MIN,D,0:35,16,,16:34,3.9,3.2,2.0,,2:59,7.1,6.3,0.0,,3:45,1.6,0.0,10.0,spurgja01
373,Jaret Anderson-Dolan,TOT,C,0:44,31,,10:27,-7.6,1.9,2.9,,0:00,14.7,0.0,0.0,,0:34,-1.4,3.3,6.7,anderja01
374,Jarred Tinordi,CHI,D,0:38,52,,13:55,-6.9,1.8,4.1,,0:01,10.4,0.0,0.0,,1:41,1.4,0.0,9.5,tinorja01
375,Jason Dickinson,CHI,C,0:40,82,,13:45,3.6,2.7,2.4,,0:46,-1.5,4.8,1.0,,2:03,-5.5,0.4,9.3,dickija01
376,Jason Polin,COL,F,0:31,7,,7:20,-0.3,1.2,0.0,,0:05,12.3,0.0,0.0,,0:00,,,,polinja01
377,Jason Robertson,DAL,LW,0:46,82,,15:32,5.8,3.7,2.7,,2:46,1.6,10.3,0.5,,0:00,-13.8,0.0,0.0,roberja01
378,Jason Zucker,TOT,LW,0:53,69,,12:11,-1.2,2.5,2.8,,1:37,3.9,8.1,1.3,,0:00,-9.2,0.0,56.3,zuckeja01
379,Jaycob Megna,CHI,D,0:40,44,,15:50,-2.5,1.8,3.1,,0:02,9.9,0.0,0.0,,1:37,6.0,0.0,10.9,megnaja02
380,Jayden Struble,MTL,D,0:58,56,,15:40,0.4,2.3,2.5,,0:04,-59.8,0.0,0.0,,0:21,0.5,0.0,2.9,strubja01
381,Jayson Megna,BOS,C,0:45,1,,11:28,17.9,0.0,0.0,,0:17,,0.0,0.0,,0:00,,,,megnaja01
382,Jean-Gabriel Pageau,NYI,C,0:40,82,,12:29,-6.8,2.2,3.0,,1:31,-1.0,3.8,0.5,,1:54,5.0,2.7,9.2,pageaje01
383,Jean-Luc Foudy,COL,C,0:24,4,,6:26,-1.7,2.3,0.0,,0:00,,,,,0:00,,,,foudyje01
384,Jeff Carter,PIT,C,0:41,72,,9:26,-8.7,1.3,1.8,,1:40,-6.9,3.5,2.0,,1:26,-3.5,1.2,6.9,carteje01
385,Jeff Petry,DET,D,0:35,73,,16:55,-2.9,2.7,3.1,,0:13,-3.4,0.0,0.0,,1:39,-2.9,0.5,8.9,petryje01
386,Jeff Skinner,BUF,LW/C,0:38,74,,13:22,1.3,3.0,2.7,,2:35,0.1,7.5,2.2,,0:02,32.4,0.0,0.0,skinnje01
387,Jeremy Lauzon,NSH,D,0:43,79,,16:09,-2.9,2.4,2.7,,0:03,-12.0,13.3,13.3,,2:23,1.3,1.6,9.8,lauzoje01
388,Jesper Boqvist,BOS,C,0:27,47,,10:55,1.4,2.5,1.1,,0:06,-4.1,0.0,0.0,,0:07,-13.8,0.0,0.0,boqvije01
389,Jesper Bratt,NJD,W,0:50,82,,14:57,7.3,4.1,4.3,,3:21,8.8,10.5,0.7,,1:00,-2.7,0.7,4.4,brattje01
390,Jesper Fast,CAR,RW,0:35,73,,11:26,4.7,1.7,1.8,,0:05,2.4,0.0,0.0,,1:03,-4.0,0.8,1.5,fastje01
391,Jesperi Kotkaniemi,CAR,C,0:32,79,,11:42,-0.1,2.5,2.5,,1:07,-6.3,8.1,3.4,,0:08,3.5,5.6,5.6,kotkaje01
392,Jesse Puljujärvi,PIT,RW,0:40,22,,9:08,2.4,2.7,2.1,,0:03,14.4,0.0,0.0,,0:00,,,,puljuje01
393,Jesse Ylönen,MTL,RW,0:40,59,,8:53,-8.1,2.2,1.8,,0:51,0.4,1.2,1.2,,0:29,-2.0,0.0,10.5,yloneje01
394,Jimmy Vesey,NYR,LW,0:42,80,,11:03,-7.7,2.2,2.5,,0:14,4.2,6.1,0.0,,1:04,3.1,0.0,4.9,veseyji02
395,Jiri Kulich,BUF,C,0:57,1,,14:53,-1.7,0.0,4.0,,0:00,,,,,0:00,,,,kulicji01
396,Jiri Smejkal,OTT,F,0:45,20,,8:14,-9.6,0.7,2.6,,1:10,-15.7,2.5,2.5,,0:02,-12.3,0.0,0.0,smejkji01
397,Joe Pavelski,DAL,C,0:40,82,,14:05,-0.1,3.5,2.8,,2:39,2.0,11.0,0.8,,0:03,-13.8,0.0,0.0,paveljo01
398,Joe Snively,WSH,F,0:47,3,,8:10,-0.8,0.0,2.4,,0:05,,0.0,0.0,,0:04,-12.8,0.0,0.0,snivejo01
399,Joe Veleno,DET,C,0:47,80,,12:12,-0.3,2.2,3.1,,0:54,-4.7,10.0,1.7,,0:50,1.3,0.9,4.5,velenjo01
400,Joel Armia,MTL,RW,0:43,66,,12:22,2.1,2.9,2.9,,0:17,1.1,3.0,0.0,,2:52,-2.3,1.3,7.6,armiajo01
401,Joel Edmundson,TOT,D,0:37,53,,14:55,-7.1,3.5,2.2,,0:01,,0.0,0.0,,1:43,0.7,0.0,14.8,edmunjo01
402,Joel Eriksson Ek,MIN,C/LW,0:42,77,,14:13,3.3,4.0,2.8,,3:53,4.2,10.0,1.0,,2:24,-1.4,0.6,10.3,eriksjo02
403,Joel Farabee,PHI,LW,0:33,82,,13:51,-0.3,2.7,3.4,,2:17,0.3,3.5,0.6,,0:03,2.6,13.4,26.8,farabjo01
404,Joel Hanley,TOT,D,0:48,42,,13:26,1.5,2.2,2.2,,0:02,18.0,0.0,0.0,,0:24,11.1,0.0,6.7,hanlejo01
405,Joel Kiviranta,COL,F,0:27,56,,8:40,-5.2,2.2,2.3,,0:00,,0.0,0.0,,1:09,4.5,0.0,5.6,kivirjo01
406,Joey Anderson,CHI,RW,0:34,55,,12:27,4.6,2.5,2.1,,0:01,10.7,33.6,0.0,,1:03,-2.8,0.0,8.2,anderjo08
407,John Beecher,BOS,C,0:51,52,,8:56,-13.6,1.8,2.6,,0:00,,0.0,0.0,,1:40,-2.7,0.0,7.6,beechjo01
408,John Carlson,WSH,D,0:47,82,,19:46,1.0,2.8,3.0,,3:21,9.7,7.4,0.9,,2:45,-5.2,0.5,8.7,carlsjo01
409,John Hayden,SEA,C,0:34,2,,6:43,2.4,0.0,4.5,,0:00,,,,,0:00,,,,haydejo01
410,John Klingberg,TOR,D,0:59,14,,17:09,5.8,3.0,4.0,,3:23,-0.2,8.8,3.8,,0:00,,0.0,0.0,klingjo01
411,John Leonard,ARI,LW,0:52,6,,6:52,-4.2,1.5,2.9,,0:00,,,,,0:00,,,,leonajo01
412,John Ludvig,PIT,D,0:30,33,,10:57,-0.6,2.0,4.0,,0:00,,,,,0:51,1.4,0.0,14.9,ludvijo01
413,John Marino,NJD,D,0:52,75,,17:50,-1.5,3.1,3.5,,0:08,-0.7,0.0,0.0,,2:58,1.9,0.5,8.4,marinjo01
414,John St. Ivany,PIT,D,0:37,14,,11:54,-6.5,2.2,2.5,,0:01,,0.0,0.0,,1:46,-1.3,2.4,7.3,stivajo01
415,John Tavares,TOR,C,0:56,80,,14:46,3.2,3.2,2.9,,3:04,9.0,9.5,1.0,,0:00,-11.7,0.0,0.0,tavarjo01
416,John-Jason Peterka,BUF,RW,0:42,82,,14:27,3.7,3.3,2.5,,1:55,-3.6,4.2,1.9,,0:00,,0.0,0.0,peterjo01
417,Johnathan Kovacevic,MTL,D,0:55,62,,14:14,2.5,2.8,2.2,,0:01,-36.6,0.0,0.0,,2:14,4.5,1.3,6.9,kovacjo01
418,Johnny Gaudreau,CBJ,LW,0:57,81,,15:53,1.7,3.3,4.3,,2:55,1.3,5.8,1.0,,0:00,,0.0,0.0,gaudrjo01
419,Jonah Gadjovich,FLA,LW,0:35,39,,7:17,-5.8,1.5,1.5,,0:04,9.6,0.0,0.0,,0:03,3.8,0.0,0.0,gadjojo01
420,Jonas Brodin,MIN,D,0:48,62,,19:44,1.6,3.1,2.2,,0:37,1.7,3.1,0.0,,3:00,2.7,1.0,10.3,brodijo01
421,Jonas Røndbjerg,VEG,RW,0:34,20,,10:16,-1.9,1.2,0.6,,0:00,,0.0,0.0,,0:59,-4.1,0.0,3.0,rondbjo01
422,Jonas Siegenthaler,NJD,D,0:37,57,,17:21,-3.2,2.2,2.7,,0:03,-33.8,0.0,0.0,,1:55,-2.7,0.5,10.4,siegejo01
423,Jonatan Berggren,DET,RW,0:41,12,,10:08,-1.4,3.9,3.9,,0:43,-17.3,6.9,6.9,,0:00,,,,berggjo02
424,Jonathan Drouin,COL,LW,0:45,79,,14:29,4.2,3.8,3.0,,3:41,1.8,10.1,0.6,,0:00,-12.8,0.0,0.0,drouijo01
425,Jonathan Gruden,PIT,C,0:36,13,,7:26,-11.3,0.6,1.9,,0:00,,0.0,0.0,,1:13,-3.7,0.0,7.5,grudejo02
426,Jonathan Huberdeau,CGY,LW,0:43,81,,14:39,2.6,2.4,3.4,,2:43,0.9,8.7,2.2,,0:02,-2.0,0.0,0.0,huberjo01
427,Jonathan Marchessault,VEG,C,0:45,82,,14:20,1.6,3.3,3.1,,3:32,4.0,7.4,1.4,,0:00,,0.0,0.0,audymjo01
428,Jonathon Merrill,MIN,D,0:48,65,,12:20,0.0,2.2,2.3,,0:02,-29.7,0.0,0.0,,0:23,7.4,4.7,9.4,merrijo01
429,Jonny Brodzinski,NYR,C,0:34,57,,10:18,-0.5,2.8,3.1,,0:48,0.1,2.6,0.0,,0:00,-17.3,0.0,0.0,brodzjo01
430,Joona Koppanen,PIT,LW,0:39,4,,7:00,-19.0,0.0,0.0,,0:03,,0.0,0.0,,0:45,-13.0,0.0,0.0,koppajo01
431,Jordan Eberle,SEA,RW,0:46,78,,14:47,5.0,2.9,2.7,,2:37,0.9,6.7,1.2,,0:01,10.0,0.0,29.3,eberljo01
432,Jordan Greenway,BUF,LW,0:46,67,,13:36,-4.2,3.3,2.9,,0:43,3.8,3.7,0.0,,2:54,-6.9,1.5,6.5,greenjo02
433,Jordan Harris,MTL,D,0:50,56,,15:44,3.7,2.4,2.7,,0:04,15.9,0.0,0.0,,1:38,-1.9,0.0,8.4,harrijo01
434,Jordan Kyrou,STL,C,0:50,82,,15:23,9.3,3.1,3.4,,2:56,-0.7,7.5,1.5,,0:00,,0.0,0.0,kyroujo01
435,Jordan Martinook,CAR,LW,0:39,82,,13:07,2.6,2.4,2.6,,0:06,-5.7,0.0,0.0,,1:24,0.6,1.0,5.2,martijo01
436,Jordan Oesterle,CGY,D,0:38,22,,13:13,-1.7,2.3,3.5,,0:00,,0.0,0.0,,0:17,-6.2,0.0,18.1,oestejo01
437,Jordan Spence,LAK,D,0:47,71,,12:50,3.6,3.0,2.6,,1:33,5.0,6.5,0.5,,0:01,-10.8,0.0,0.0,spencjo01
438,Jordan Staal,CAR,C,0:40,80,,13:07,4.8,2.1,3.1,,0:08,-1.3,5.6,5.6,,2:06,-6.5,1.4,6.4,staaljo01
439,Josh Anderson,MTL,RW,0:44,78,,13:37,-2.3,2.4,3.1,,1:47,1.3,3.9,2.2,,0:03,4.2,0.0,52.2,anderjo05
440,Josh Brown,ARI,D,0:43,51,,12:40,-8.0,3.3,3.2,,0:00,-86.0,0.0,0.0,,2:03,-4.4,0.6,7.4,brownjo01
441,Josh Doan,ARI,RW,0:45,11,,12:14,3.7,4.9,2.2,,0:03,,0.0,0.0,,0:00,,0.0,0.0,doanjo01
442,Josh Mahura,FLA,D,0:47,30,,11:55,-6.2,2.2,2.5,,0:02,9.7,0.0,0.0,,0:37,2.7,0.0,9.5,mahurjo01
443,Josh Manson,COL,D,0:40,76,,15:45,3.5,3.0,2.5,,0:02,-8.4,0.0,0.0,,1:58,-0.5,0.8,6.8,mansojo01
444,Josh Morrissey,WPG,D,0:40,81,,20:46,3.6,3.6,2.2,,3:17,-4.1,7.2,1.1,,0:06,36.1,0.0,0.0,morrijo04
445,Joshua Norris,OTT,C,0:40,50,,13:46,1.0,2.7,3.2,,3:09,0.4,6.1,0.4,,0:42,1.9,1.7,8.4,norrijo01
446,Joshua Roy,MTL,RW,0:52,23,,11:10,2.9,2.8,3.3,,0:57,-6.4,0.0,0.0,,0:00,,,,royjo01
447,Jujhar Khaira,MIN,LW,0:34,1,,7:13,-9.1,0.0,0.0,,0:00,,,,,0:52,,0.0,0.0,khairju01
448,Julien Gauthier,NYI,RW,0:33,27,,10:02,-11.2,2.0,3.1,,0:06,-0.4,0.0,0.0,,0:01,-10.5,0.0,0.0,gauthju01
449,Juraj Slafkovsky,MTL,LW,0:48,82,,14:58,4.2,2.9,3.4,,2:56,-1.9,7.4,2.2,,0:00,,0.0,0.0,slafkju01
450,Justin Bailey,SJS,RW,0:25,59,,10:38,6.2,2.1,3.5,,0:14,-4.1,4.2,0.0,,0:24,0.0,0.0,9.9,baileju01
451,Justin Barron,MTL,D,0:49,48,,16:45,2.2,2.3,2.4,,1:11,-1.6,3.2,2.1,,0:40,2.0,0.0,14.6,barroju01
452,Justin Brazeau,BOS,F,0:30,19,,10:29,4.5,3.0,1.8,,0:37,-10.4,10.1,0.0,,0:00,,0.0,0.0,brazeju01
453,Justin Danforth,CBJ,RW/C,0:40,71,,12:34,-1.4,3.0,3.6,,0:29,-2.8,0.0,1.7,,1:12,-3.2,0.0,11.2,danfoju01
454,Justin Dowling,NJD,C,0:46,2,,10:28,1.2,2.9,8.6,,0:00,,,,,0:03,,0.0,0.0,dowliju01
455,Justin Faulk,STL,D,0:43,60,,18:36,1.3,2.7,2.9,,1:49,3.2,6.0,0.5,,1:31,2.2,2.0,5.2,faulkju01
456,Justin Holl,DET,D,0:39,38,,14:01,-0.8,3.2,2.4,,0:02,14.4,0.0,0.0,,1:01,1.7,1.5,4.6,hollju01
457,Justin Kirkland,ARI,LW,0:50,2,,7:13,5.0,0.0,0.0,,0:00,,,,,0:00,,,,kirklju01
458,Justin Schultz,SEA,D,0:41,70,,14:04,2.4,1.6,2.8,,2:21,-0.8,6.2,1.1,,0:01,13.5,0.0,28.3,schulju01
459,Justin Sourdif,FLA,RW,0:38,3,,8:50,-19.2,0.0,0.0,,0:00,,,,,0:00,,,,sourdju01
460,Juuso Pärssinen,NSH,C,0:45,44,,13:08,-5.4,2.3,2.7,,1:23,-8.6,4.9,1.9,,0:03,12.2,0.0,25.0,parssju01
461,Juuso Välimäki,ARI,D,0:47,68,,17:17,1.2,2.7,2.1,,1:05,0.0,8.1,0.0,,0:42,1.8,2.5,8.6,valimju01
462,K'Andre Miller,NYR,D,0:45,80,,19:19,-2.8,2.9,2.9,,0:22,-11.5,3.9,0.0,,1:51,13.1,2.4,6.4,milleka01
463,Kaapo Kakko,NYR,RW,0:42,61,,12:08,0.1,2.3,1.8,,1:07,-6.4,3.5,0.0,,0:00,16.1,0.0,0.0,kakkoka01
464,Kaedan Korczak,VEG,D,0:41,26,,15:56,5.2,3.0,1.3,,0:19,-3.5,14.1,0.0,,0:14,-2.2,0.0,9.6,korczka01
465,Kaiden Guhle,MTL,D,0:43,70,,18:32,-2.4,2.6,3.1,,0:16,-11.1,3.1,0.0,,2:02,-1.4,0.8,7.6,guhleka01
466,Kailer Yamamoto,SEA,RW,0:53,59,,9:46,2.8,1.6,2.1,,2:09,-4.0,8.5,1.9,,0:04,-10.5,0.0,14.9,yamamka01
467,Kale Clague,BUF,D,0:52,3,,12:16,2.5,3.3,3.3,,0:00,,,,,0:00,,,,claguka01
468,Kasperi Kapanen,STL,RW,0:36,73,,12:38,-0.4,2.3,2.8,,0:32,-6.2,0.0,0.0,,1:11,2.8,2.1,9.6,kapanka01
469,Keegan Kolesar,VEG,RW,0:43,79,,10:27,-2.1,1.9,2.6,,0:02,-47.3,17.6,0.0,,0:22,-3.1,4.1,2.0,koleske01
470,Kent Johnson,CBJ,C,0:46,42,,11:23,-0.9,2.9,2.9,,2:09,-1.9,2.0,1.3,,0:00,,0.0,0.0,johnske01
471,Kevin Bahl,NJD,D,0:47,82,,15:32,-4.9,3.1,3.1,,0:02,-2.6,0.0,0.0,,1:48,-4.0,0.0,8.5,bahlke01
472,Kevin Fiala,LAK,LW,0:55,82,,14:51,4.2,3.0,2.6,,3:08,-5.4,9.3,1.4,,0:01,-11.1,0.0,0.0,fialake01
473,Kevin Hayes,STL,RW,1:00,79,,12:46,0.7,2.3,2.2,,1:30,-3.0,4.0,1.0,,0:11,-1.1,0.0,0.0,hayeske01
474,Kevin Korchinski,CHI,D,0:55,76,,17:40,0.9,1.7,3.3,,1:47,-5.0,4.0,1.3,,0:09,16.1,4.9,0.0,korchke01
475,Kevin Labanc,SJS,RW,0:47,46,,10:43,1.9,1.1,4.4,,0:54,3.7,5.8,0.0,,0:00,,,,labanke01
476,Kevin Rooney,CGY,C,0:31,33,,8:31,-7.1,2.3,3.2,,0:06,-28.2,0.0,0.0,,2:34,-9.3,0.0,10.6,rooneke01
477,Kevin Shattenkirk,BOS,D,0:36,61,,14:16,2.4,2.6,2.7,,1:24,-8.3,10.5,0.7,,0:06,0.6,0.0,0.0,shattke01
478,Kevin Stenlund,FLA,C,0:39,81,,9:44,-8.3,1.5,2.4,,0:10,10.0,0.0,0.0,,2:41,-8.0,0.5,7.7,stenlke01
479,Kiefer Sherwood,NSH,RW,0:48,68,,11:29,0.0,3.0,1.6,,0:20,-11.4,0.0,2.5,,0:20,22.5,0.0,2.6,sherwki01
480,Kirby Dach,MTL,C,0:48,2,,9:28,16.2,6.3,0.0,,3:25,-13.3,8.8,0.0,,0:07,-14.6,0.0,0.0,dachki01
481,Kirill Kaprizov,MIN,LW,0:59,75,,17:22,5.2,3.9,3.1,,4:09,4.8,9.8,1.3,,0:02,16.5,0.0,0.0,kapriki01
482,Kirill Marchenko,CBJ,RW,0:39,78,,13:53,2.2,3.0,3.0,,2:26,0.7,8.1,1.3,,0:04,-4.2,0.0,0.0,marchki01
483,Klim Kostin,TOT,C/LW,0:46,52,,10:24,-1.3,1.7,2.1,,0:27,13.6,0.0,0.0,,0:02,-11.9,0.0,0.0,kostikl01
484,Kole Lind,SEA,RW,1:01,1,,5:59,-4.8,0.0,0.0,,0:00,,,,,0:00,,0.0,0.0,lindko01
485,Kris Letang,PIT,D,0:43,82,,20:12,-0.3,3.5,2.9,,1:57,-5.1,3.4,2.2,,2:31,1.5,0.6,6.4,letankr01
486,Kurtis MacDermid,TOT,D,0:28,45,,4:49,-14.1,2.0,0.8,,0:00,,0.0,0.0,,0:00,,,,macdeku01
487,Kyle Burroughs,SJS,D,0:37,73,,17:41,1.8,1.9,3.9,,0:21,-1.5,2.3,0.0,,1:05,-0.2,0.0,9.8,burroky01
488,Kyle Connor,WPG,LW,0:38,65,,16:14,-3.1,3.1,3.1,,3:20,-2.3,8.0,1.4,,0:08,10.8,0.0,0.0,connoky01
489,Kyle MacLean,NYI,F,0:48,32,,9:58,-7.9,2.1,1.1,,0:04,-86.1,0.0,0.0,,0:02,-8.3,0.0,0.0,macleky01
490,Kyle Okposo,TOT,RW,0:38,67,,11:22,0.2,2.1,2.0,,1:12,-0.1,5.4,0.8,,0:46,-0.3,1.2,9.5,okposky01
491,Kyle Palmieri,NYI,RW,0:41,82,,13:52,3.4,2.8,3.6,,2:45,2.5,9.3,0.5,,0:35,-2.2,0.0,6.2,palmiky01
492,Landon Slaggert,CHI,LW,0:36,16,,10:37,-4.4,2.8,2.5,,0:01,12.7,0.0,0.0,,0:36,14.2,0.0,6.2,slaggla01
493,Lane Hutson,MTL,D,1:00,2,,21:52,7.1,2.7,5.5,,0:51,10.0,0.0,0.0,,0:00,,,,hutsola01
494,Lars Eller,PIT,C,0:35,82,,12:19,-0.6,2.3,2.2,,1:27,-2.8,4.5,2.5,,2:10,6.6,1.0,6.7,ellerla01
495,Lawson Crouse,ARI,LW,0:42,81,,13:06,-0.2,2.7,3.1,,1:34,-2.5,6.6,0.9,,2:08,0.8,0.7,6.9,crousla01
496,Leo Carlsson,ANA,C,0:45,55,,15:42,6.3,2.3,2.8,,2:12,-1.8,8.4,1.5,,0:10,5.8,0.0,0.0,carlsle01
497,Leon Draisaitl,EDM,C,1:03,81,,16:46,0.8,4.2,3.0,,3:23,6.7,12.5,0.7,,0:31,-2.4,2.8,6.9,draisle01
498,Liam Foudy,TOT,C,0:40,13,,9:52,10.8,7.6,7.6,,0:04,,,,,0:01,,,,foudyli01
499,Liam O'Brien,ARI,C,0:32,75,,9:29,-6.3,2.3,2.3,,0:01,-3.0,0.0,0.0,,0:12,5.5,0.0,11.3,obrieli01
500,Liam Ohgren,MIN,LW,0:46,4,,13:20,-6.9,2.2,2.2,,1:10,17.1,12.9,0.0,,0:00,,,,ohgreli01
501,Linus Karlsson,VAN,C,0:40,4,,9:01,-0.2,1.7,1.7,,1:07,9.1,0.0,0.0,,0:00,,,,karlsli01
502,Logan Cooley,ARI,C,0:55,82,,13:22,-1.0,2.4,3.0,,2:03,-0.6,7.1,1.4,,0:22,9.4,1.9,7.6,coolelo01
503,Logan Couture,SJS,C,0:58,6,,13:58,-4.6,2.1,2.1,,2:38,13.6,0.0,0.0,,2:08,-15.1,0.0,9.4,coutulo01
504,Logan Mailloux,MTL,D,0:57,1,,21:07,2.3,5.7,2.8,,0:07,,0.0,0.0,,0:00,,,,mailllo01
505,Logan Morrison,SEA,F,0:45,4,,9:31,4.9,0.0,0.0,,3:36,10.5,8.3,4.2,,0:00,,,,morrilo01
506,Logan O'Connor,COL,RW,0:38,57,,12:34,3.6,3.0,2.2,,0:05,-20.5,0.0,0.0,,2:17,4.1,1.4,7.4,oconnlo01
507,Logan Stankoven,DAL,C,0:40,24,,13:23,4.8,3.9,2.2,,1:16,-2.2,5.9,0.0,,0:00,36.2,360.0,0.0,stanklo01
508,Logan Stanley,WPG,D,0:41,25,,12:41,-1.9,2.5,1.7,,0:03,,0.0,0.0,,1:01,10.9,0.0,4.7,stanllo01
509,Louis Belpedio,PHI,D,0:37,12,,12:34,-6.8,3.6,1.2,,0:00,,0.0,0.0,,0:38,-5.4,0.0,7.7,belpelo01
510,Louis Crevier,CHI,D,0:48,24,,14:35,-6.5,1.2,3.9,,0:05,-38.2,0.0,0.0,,1:00,4.7,0.0,7.5,crevilo01
511,Luca Del Bel Belluz,CBJ,C,0:32,1,,9:35,-8.4,6.3,0.0,,0:00,,0.0,0.0,,0:00,,,,delbelu01
512,Lucas Condotta,MTL,F,0:40,3,,7:04,-0.2,2.8,0.0,,0:00,,,,,0:25,-8.9,0.0,0.0,condolu01
513,Lucas Johansen,WSH,D,0:40,6,,13:51,-7.2,2.9,2.2,,0:02,,0.0,0.0,,0:22,-9.1,0.0,0.0,johanlu01
