,,,,,,,Even Strength,Even Strength,Even Strength,Even Strength,,Power Play,Power Play,Power Play,Power Play,,Short Handed,Short Handed,Short Handed,Short Handed,-additional
Rk,Player,Tm,Pos,Shift,GP,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,,TOI,CF% Rel,GF/60,GA/60,-9999
165,Chris Tanev,TOT,D,0:37,75,,17:09,-2.2,3.2,2.4,,0:03,-37.1,0.0,0.0,,2:27,-4.1,1.2,6.6,tanevch01
166,Chris Tierney,NJD,C,0:42,52,,8:18,-6.2,2.8,2.4,,0:02,-52.8,0.0,0.0,,0:40,3.8,0.0,6.8,tiernch01
167,Chris Wagner,COL,C,0:35,13,,7:01,-10.0,2.6,0.7,,0:00,,,,,0:25,-0.2,0.0,10.7,wagnech01
168,Christian Dvorak,MTL,C,0:46,30,,13:03,-4.6,2.1,2.6,,0:42,3.8,2.8,5.6,,1:46,-2.8,0.0,7.9,dvorach01
169,Christian Fischer,DET,RW,0:31,79,,10:33,-4.5,2.4,2.4,,0:03,13.9,0.0,0.0,,0:47,0.4,1.0,6.7,fischch01
170,Claude Giroux,OTT,C/LW,0:36,82,,15:12,6.2,3.0,3.8,,2:58,4.4,6.4,0.7,,1:54,3.3,1.5,12.3,giroucl01
171,Clayton Keller,ARI,C,0:51,78,,15:56,4.8,2.8,3.5,,3:16,0.9,8.4,1.2,,0:01,-9.6,0.0,0.0,kellecl01
172,Cody Ceci,EDM,D,0:59,79,,17:21,-6.1,2.8,2.5,,0:04,-19.2,10.8,0.0,,2:35,-4.6,1.2,7.6,cecico01
173,Cody Glass,NSH,C,0:50,41,,11:00,-5.4,2.4,3.5,,2:20,-1.6,3.1,0.6,,0:04,-11.2,0.0,19.8,glassco01
174,Cole Caufield,MTL,RW,0:48,82,,15:49,5.2,3.1,2.9,,3:35,3.5,7.9,1.8,,0:00,,0.0,0.0,caufico01
175,Cole Guttman,CHI,C,0:39,27,,10:32,-1.2,1.3,4.9,,1:58,-8.4,3.4,0.0,,0:06,-1.8,0.0,0.0,guttmco01
176,Cole Koepke,TBL,LW,0:49,9,,6:41,-11.4,3.0,3.0,,0:00,,0.0,0.0,,0:00,,,,koepkco01
177,Cole McWard,VAN,D,0:40,1,,9:05,13.2,0.0,0.0,,0:00,,,,,0:00,,,,mcwarco01
178,Cole Perfetti,WPG,C,0:32,71,,11:23,3.2,3.1,2.1,,2:11,-1.1,6.9,0.4,,0:00,-10.4,0.0,0.0,perfeco01
179,Cole Schwindt,CGY,RW,0:30,4,,6:44,-18.2,0.0,2.2,,0:01,,0.0,0.0,,0:02,,0.0,0.0,schwico01
180,Cole Sillinger,CBJ,C,0:57,77,,13:18,0.3,2.8,3.1,,0:47,1.0,3.9,0.0,,2:01,2.0,0.4,10.0,sillico01
181,Cole Smith,NSH,F,0:42,80,,11:30,-4.6,2.3,2.3,,0:02,-5.7,0.0,0.0,,2:08,-1.5,1.4,10.2,smithco02
182,Colin Blackwell,CHI,C,0:48,44,,12:30,5.1,1.6,1.9,,0:12,-10.7,20.0,0.0,,1:46,1.9,0.0,7.7,blackco01
183,Colin Miller,TOT,D,0:42,46,,14:29,4.1,3.2,2.2,,0:20,-8.1,0.0,0.0,,0:52,3.4,0.0,4.9,milleco02
184,Colin White,TOT,C,0:43,28,,8:51,-9.6,0.8,2.0,,0:03,-28.9,0.0,0.0,,0:36,-1.0,0.0,0.0,whiteco02
185,Collin Graf,SJS,F,0:33,7,,14:30,-4.1,1.2,3.5,,2:04,-18.5,4.1,0.0,,0:00,96.7,0.0,0.0,grafco01
186,Colton Parayko,STL,D,0:42,82,,20:44,-3.4,2.6,2.7,,0:22,-6.2,5.9,0.0,,2:44,-3.1,1.9,8.5,parayco01
187,Colton Sissons,NSH,C,0:36,81,,12:26,-3.1,2.5,3.1,,2:03,-0.5,8.3,0.0,,2:04,-3.3,1.4,12.9,sissoco01
188,Connor Bedard,CHI,C,0:55,68,,16:24,0.2,2.5,4.5,,3:22,13.8,8.1,2.1,,0:00,87.4,0.0,0.0,bedarco01
189,Connor Brown,EDM,RW,0:47,71,,10:42,-5.9,1.3,1.8,,0:19,-2.7,2.5,2.5,,1:45,3.6,0.0,6.7,brownco02
190,Connor Clifton,BUF,D,0:42,79,,14:30,-2.7,2.8,2.4,,0:01,,0.0,0.0,,2:01,0.9,1.5,8.3,cliftco01
191,Connor Dewar,TOT,C,0:48,74,,9:22,-3.7,2.0,2.7,,0:07,-25.0,0.0,8.8,,2:09,0.9,0.5,8.1,dewarco01
192,Connor Mackey,NYR,D,0:48,1,,16:22,-6.5,3.7,0.0,,0:05,,0.0,0.0,,0:00,,,,mackeco01
193,Connor McDavid,EDM,C,0:53,76,,17:33,6.9,4.9,3.3,,3:24,6.3,13.0,0.7,,0:23,3.0,2.0,11.8,mcdavco01
194,Connor McMichael,WSH,C,0:39,80,,13:29,-0.3,1.9,3.1,,1:09,-4.3,7.8,0.6,,1:20,1.1,1.1,6.2,mcmicco01
195,Connor Murphy,CHI,D,0:52,46,,17:17,0.6,1.7,3.2,,0:08,-17.6,0.0,0.0,,2:24,-3.0,0.0,10.3,murphco02
196,Connor Zary,CGY,C,0:34,63,,13:06,2.1,3.3,2.3,,2:09,-0.9,4.0,0.9,,0:00,-15.3,0.0,0.0,zaryco01
197,Conor Garland,VAN,RW,0:35,82,,12:50,6.2,3.3,2.1,,1:41,0.5,5.6,0.9,,0:00,-11.4,0.0,0.0,garlaco01
198,Conor Sheary,TBL,LW,0:43,57,,10:28,-0.8,2.2,2.5,,0:12,-10.9,5.0,0.0,,0:24,-1.6,0.0,12.6,shearco01
199,Conor Timmins,TOR,D,0:37,25,,14:17,10.1,4.0,2.4,,1:38,-12.7,4.4,1.5,,0:05,91.3,0.0,0.0,timmico01
200,Corey Perry,TOT,RW,0:52,54,,11:31,-1.2,3.1,4.2,,1:51,11.3,4.9,1.9,,0:00,,0.0,0.0,perryco01
201,Craig Smith,DAL,C,0:58,75,,10:04,3.6,2.3,2.1,,0:04,-43.6,0.0,0.0,,0:04,26.2,0.0,0.0,smithcr01
202,Curtis Lazar,NJD,C/RW,0:36,71,,11:13,-4.9,2.9,2.2,,0:03,-28.6,0.0,13.1,,1:06,-5.7,0.8,6.9,lazarcu01
203,Cutter Gauthier,ANA,LW,0:51,1,,15:24,14.7,3.9,0.0,,0:00,,,,,0:00,,,,gauthcu01
204,Daemon Hunt,MIN,D,0:27,12,,10:14,1.3,1.5,1.5,,0:26,-4.3,0.0,11.4,,0:49,-7.5,0.0,0.0,huntda01
205,Dakota Joshua,VAN,C,0:37,63,,12:11,0.3,3.1,1.8,,0:22,2.4,5.2,0.0,,1:49,0.5,1.0,5.7,joshuda01
206,Dakota Mermis,MIN,D,0:42,47,,13:03,0.1,2.1,2.3,,0:06,-9.0,0.0,0.0,,0:55,2.3,0.0,18.0,mermida01
207,Damon Severson,CBJ,D,0:52,67,,18:45,4.3,3.1,3.6,,1:07,-7.4,3.2,0.8,,1:16,6.7,2.1,5.6,severda01
208,Daniel Sprong,DET,RW,0:55,76,,10:11,-0.3,2.9,3.2,,1:48,0.7,8.8,0.9,,0:00,,0.0,0.0,spronda01
209,Daniil Gushchin,SJS,LW,0:46,4,,14:18,-12.2,2.1,4.2,,0:22,-45.2,0.0,0.0,,0:00,,,,gushcda01
210,Daniil Miromanov,TOT,D/RW,0:35,24,,18:24,8.1,2.5,2.4,,2:15,-0.4,4.3,1.4,,0:03,-12.6,0.0,50.0,miromda01
211,Dante Fabbro,NSH,D,0:55,56,,14:56,-2.0,3.0,2.4,,0:06,-10.8,0.0,0.0,,1:17,5.5,0.8,5.8,fabbrda01
212,Danton Heinen,BOS,C/LW,0:46,74,,13:00,1.0,3.2,2.3,,0:12,-6.2,7.6,0.0,,1:14,2.1,0.7,2.6,heineda01
213,Darnell Nurse,EDM,D,0:48,81,,18:21,-3.6,2.8,2.7,,1:02,-8.3,4.3,1.4,,2:29,-0.3,0.6,10.1,nurseda01
214,Darren Raddysh,TBL,D,0:36,82,,17:32,2.8,3.1,3.2,,0:43,-5.6,9.0,0.0,,0:49,9.4,0.0,5.3,raddyda01
215,David Gustafsson,WPG,C,0:44,39,,8:25,-1.9,2.0,1.8,,0:01,,0.0,0.0,,0:48,0.9,0.0,7.5,gustada01
216,David Jiříček,CBJ,D,0:35,43,,14:25,1.0,1.9,2.3,,0:00,11.3,0.0,0.0,,0:09,2.9,0.0,8.7,jiricda01
217,David Kämpf,TOR,C,0:39,78,,10:57,-6.2,2.2,2.5,,0:04,14.5,11.3,0.0,,2:27,-8.0,0.3,9.7,kampfda01
218,David Pastrňák,BOS,RW,0:55,82,,16:07,6.6,4.0,2.8,,3:45,9.8,9.1,1.2,,0:02,87.3,0.0,0.0,pastrda01
219,David Perron,DET,LW,0:44,76,,12:40,0.6,2.8,3.4,,2:56,1.4,9.1,0.8,,0:00,,0.0,0.0,perroda01
220,David Savard,MTL,D,1:02,60,,16:51,-4.0,3.1,3.4,,0:05,-27.6,0.0,0.0,,3:17,-2.8,1.2,8.8,savarda01
221,Dawson Mercer,NJD,C,0:44,82,,14:00,-3.4,2.2,3.2,,1:26,-4.3,4.6,3.5,,1:45,-3.5,0.4,7.1,merceda01
222,Declan Carlile,TBL,D,0:31,1,,11:27,-3.7,5.2,0.0,,0:00,,,,,0:00,,,,carlide01
223,Declan Chisholm,TOT,D,0:44,31,,14:12,3.3,1.6,2.6,,1:49,4.7,8.8,1.1,,0:30,-2.3,0.0,0.0,chishde01
224,Denis Gurianov,TOT,RW,0:43,18,,11:18,-4.0,2.9,1.5,,0:54,11.4,0.0,0.0,,0:00,,,,guriade01
225,Dennis Gilbert,CGY,D,0:32,34,,11:45,-2.8,1.4,2.7,,0:01,,0.0,0.0,,0:30,4.3,7.0,3.5,gilbede01
226,Derek Forbort,BOS,D,0:34,35,,14:45,-4.9,2.9,2.2,,0:01,12.5,0.0,0.0,,3:00,-7.7,1.1,7.4,forbode01
227,Derek Ryan,EDM,C,0:41,70,,8:34,-3.1,1.3,1.9,,0:01,9.7,0.0,0.0,,1:36,-7.3,1.6,9.1,ryande01
228,Derrick Pouliot,DAL,D,0:42,5,,11:58,-6.0,2.0,3.0,,0:09,18.4,0.0,0.0,,0:00,,,,poulide01
229,Devin Shore,SEA,C,0:53,21,,7:59,2.3,3.2,2.1,,0:00,,0.0,0.0,,0:00,,0.0,0.0,shorede01
230,Devon Toews,COL,D,0:57,82,,18:56,1.0,3.8,2.9,,1:39,-2.1,5.3,0.9,,2:50,-5.2,1.5,8.0,toewsde01
231,Dillon Dubé,CGY,C,0:30,43,,9:53,-2.4,1.8,3.7,,0:28,10.1,5.8,0.0,,0:47,-7.7,0.0,5.2,dubedi01
232,Dmitri Voronkov,CBJ,LW,0:34,75,,11:28,3.1,2.8,3.1,,1:58,-2.5,8.1,0.8,,0:00,,0.0,0.0,vorondi01
233,Dmitry Kulikov,FLA,D,0:48,76,,14:13,-2.7,2.6,2.0,,0:04,-4.5,0.0,0.0,,2:13,1.4,1.8,6.4,kulikdm01
234,Dmitry Orlov,CAR,D,0:43,82,,15:56,0.7,2.5,2.2,,0:29,-2.9,10.5,3.0,,0:52,5.1,0.8,1.7,orlovdm01
235,Dominic Toninato,WPG,C,0:45,15,,10:06,1.6,3.2,0.4,,0:02,,0.0,0.0,,0:02,-9.4,0.0,0.0,tonindo01
236,Dominik Kubalík,OTT,LW,0:31,74,,10:12,-8.4,1.5,3.7,,1:55,0.8,5.5,0.8,,0:00,-13.9,0.0,900.0,kubaldo01
237,Dougie Hamilton,NJD,D,0:46,20,,19:03,3.1,2.8,3.9,,1:40,-7.8,16.0,1.8,,0:13,-12.8,0.0,0.0,hamildo01
238,Drake Batherson,OTT,C,0:47,82,,15:05,1.8,2.9,3.1,,3:03,0.9,7.7,1.0,,0:01,19.6,0.0,0.0,bathedr01
239,Drew Doughty,LAK,D,1:05,82,,20:19,1.6,2.5,1.9,,3:14,-5.7,9.0,1.4,,2:13,0.4,1.3,3.9,doughdr01
240,Drew O'Connor,PIT,F,0:37,79,,13:53,-0.5,3.0,2.4,,0:08,6.8,0.0,0.0,,1:42,5.5,1.3,6.2,oconndr01
241,Dryden Hunt,CGY,LW,0:37,28,,10:55,-1.1,2.7,2.6,,0:12,5.0,0.0,0.0,,0:00,,0.0,0.0,huntdr01
242,Dylan Coghlan,CAR,D,0:41,1,,16:22,10.7,0.0,7.3,,0:11,,0.0,0.0,,1:26,8.3,0.0,0.0,coghldy01
243,Dylan Cozens,BUF,C,0:40,79,,13:30,0.5,2.9,3.0,,2:07,0.5,6.1,1.8,,1:35,5.8,1.4,9.1,cozendy01
244,Dylan DeMelo,WPG,D,0:48,82,,19:03,-0.5,3.5,1.8,,0:05,10.9,16.9,0.0,,2:34,-2.5,0.0,7.4,demeldy01
245,Dylan Guenther,ARI,RW,1:07,45,,12:22,1.9,3.2,3.4,,2:55,4.7,9.1,0.5,,0:58,13.2,2.7,12.3,guentdy01
246,Dylan Holloway,EDM,C,0:38,38,,11:05,3.3,1.9,2.0,,0:06,11.2,15.0,0.0,,0:10,18.8,0.0,0.0,hollody01
247,Dylan Larkin,DET,C,0:41,68,,15:27,8.1,4.1,3.7,,3:10,-0.1,8.9,1.4,,1:32,1.1,1.1,7.5,larkidy01
248,Dylan McIlrath,WSH,D,0:40,3,,10:18,5.8,1.9,0.0,,0:00,,,,,0:00,,,,mcilrdy01
249,Dylan Samberg,WPG,D,0:31,78,,13:35,2.8,2.2,1.4,,0:01,11.1,32.7,0.0,,2:00,-1.2,1.1,9.2,sambedy01
250,Dylan Strome,WSH,C,0:41,82,,14:58,6.6,2.9,3.3,,2:57,4.5,7.7,1.0,,0:01,-8.4,0.0,30.8,stromdy01
251,Eeli Tolvanen,SEA,RW,0:54,81,,13:09,-0.5,2.3,3.0,,2:22,-0.6,5.3,0.9,,0:05,-1.3,7.5,0.0,tolvaee01
252,Eetu Luostarinen,FLA,C,0:44,82,,12:36,0.9,2.3,2.2,,0:44,-4.1,6.9,3.0,,2:35,-6.8,0.8,6.5,luostee01
253,Egor Afanasyev,NSH,LW,0:37,2,,11:34,3.7,0.0,2.6,,0:49,5.0,0.0,0.0,,0:36,0.0,0.0,50.0,afanaeg01
254,Elias Lindholm,TOT,C,0:34,75,,14:31,-3.8,2.9,3.6,,2:52,1.0,4.8,1.5,,2:17,-0.8,2.1,6.2,lindhel01
255,Elias Pettersson,VAN,C,0:30,82,,14:31,2.5,4.2,3.1,,3:45,2.4,10.1,1.0,,1:22,3.8,1.1,4.3,petteel01
256,Emil Andrae,PHI,D,0:45,4,,12:56,-15.3,2.3,3.5,,0:03,12.5,0.0,0.0,,0:00,,,,andraem01
257,Emil Bemström,TOT,C,0:48,56,,9:52,-0.6,2.5,3.2,,1:14,-2.0,4.5,1.1,,0:01,17.1,0.0,0.0,bemstem01
258,Emil Heineman,MTL,LW,0:34,4,,9:47,-6.8,4.6,1.5,,0:10,21.4,0.0,0.0,,0:00,,,,heineem01
259,Emil Martinsen Lilleberg,TBL,D,0:36,37,,15:01,-1.2,2.2,3.9,,0:01,,0.0,0.0,,1:10,6.4,1.4,0.0,martiem01
260,Eric Robinson,TOT,LW,0:38,47,,10:50,-2.1,2.1,2.1,,0:00,13.0,0.0,0.0,,0:28,-5.8,0.0,10.0,robiner01
261,Erik Brännström,OTT,D,0:32,76,,14:32,-1.7,2.4,2.2,,0:33,-0.4,2.8,0.0,,1:28,2.7,1.1,10.6,branner01
262,Erik Černák,TBL,D,0:42,69,,16:19,-5.0,3.0,2.9,,0:02,-88.6,0.0,0.0,,2:49,-10.0,0.9,6.2,cernaer01
263,Erik Gudbranson,CBJ,D,0:47,78,,16:38,-6.4,2.1,2.8,,0:02,-13.0,0.0,18.0,,2:58,-6.1,0.5,9.3,gudbrer01
264,Erik Gustafsson,NYR,D,0:42,76,,15:53,5.8,2.7,2.4,,1:17,-4.5,7.9,1.8,,0:12,7.2,0.0,7.6,gustaer02
265,Erik Haula,NJD,LW,0:42,76,,13:45,0.8,3.0,3.0,,1:07,-7.7,3.5,2.1,,1:59,-3.5,0.8,8.3,haulaer01
266,Erik Johnson,TOT,D,0:36,67,,12:03,-5.8,2.6,3.3,,0:00,12.9,0.0,0.0,,2:24,-5.6,0.8,9.8,johnser01
267,Erik Karlsson,PIT,D,0:49,82,,20:36,6.3,3.2,2.8,,3:30,5.6,6.5,1.3,,0:09,-0.8,0.0,19.1,karlser01
268,Esa Lindell,DAL,D,0:50,82,,16:49,-4.9,3.1,2.6,,0:05,-24.3,7.2,0.0,,3:32,-5.9,1.2,8.1,lindees01
269,Ethan Bear,WSH,D,0:52,24,,14:27,-0.6,2.1,2.9,,0:21,-6.6,0.0,0.0,,0:04,-7.5,0.0,0.0,bearet01
270,Ethan Del Mastro,CHI,D,0:37,2,,17:19,15.0,0.0,0.0,,0:05,7.1,0.0,0.0,,1:09,0.0,0.0,51.8,delmaet01
271,Evan Bouchard,EDM,D,1:02,81,,19:13,7.9,4.3,2.9,,3:26,7.0,12.2,0.6,,0:19,15.7,2.2,0.0,bouchev01
272,Evan Rodrigues,FLA,C,0:57,80,,13:15,2.7,3.1,1.5,,1:50,-0.3,5.3,0.8,,0:04,-16.6,0.0,11.1,rodriev01
273,Evander Kane,EDM,LW,0:51,77,,15:07,-3.4,2.8,2.9,,1:23,-5.1,5.1,1.1,,0:16,-0.2,2.9,11.5,kaneev01
274,Evgeni Malkin,PIT,C,0:52,82,,15:08,2.8,3.2,2.8,,3:25,3.7,6.4,1.1,,0:01,-12.0,0.0,94.7,malkiev01
275,Evgenii Dadonov,DAL,RW,0:37,51,,12:20,-1.2,2.9,3.2,,0:49,-5.9,5.7,2.8,,0:00,,0.0,0.0,dadonev01
276,Evgeny Kuznetsov,TOT,C,0:48,63,,13:52,-6.5,2.3,2.3,,2:21,-4.9,7.5,0.0,,1:18,,0.0,0.0,kuzneev01
277,Fabian Zetterlund,SJS,W,0:37,82,,15:40,-0.8,2.8,4.2,,2:28,7.1,8.6,1.5,,0:42,5.5,1.0,6.2,zettefa01
278,Filip Chytil,NYR,C,0:48,10,,14:18,14.7,3.4,3.4,,1:33,-20.6,3.9,0.0,,0:04,-8.6,0.0,0.0,chytifi01
279,Filip Forsberg,NSH,C,0:43,82,,15:20,4.8,4.0,3.1,,3:32,5.8,9.5,0.6,,0:00,37.9,0.0,0.0,forsbfi01
280,Filip Hronek,VAN,D,0:52,81,,19:45,4.5,3.6,2.4,,1:42,-0.3,7.4,0.4,,1:57,-0.7,1.1,7.5,hronefi01
281,Filip Roos,CHI,D,0:42,4,,13:34,-7.3,1.1,5.5,,1:08,16.7,0.0,0.0,,0:00,88.6,0.0,0.0,roosfi01
282,Filip Zadina,SJS,RW,0:51,72,,12:00,-1.5,1.7,4.6,,1:02,-3.0,4.8,1.6,,0:17,16.7,0.0,17.1,zadinfi01
283,Frank Nazar,CHI,C,0:47,3,,13:57,9.2,1.4,7.2,,1:32,66.7,0.0,0.0,,0:39,-7.1,0.0,30.5,nazarfr01
284,Frank Vatrano,ANA,LW,0:42,82,,13:55,-2.6,2.9,4.2,,2:26,2.2,7.2,0.3,,1:58,1.5,1.5,10.7,vatrafr01
285,Fraser Minten,TOR,C,0:40,4,,10:58,-6.4,1.4,1.4,,0:03,,0.0,0.0,,0:24,-29.2,0.0,37.1,mintefr01
286,Frédérick Gaudreau,MIN,C,0:47,67,,10:56,-4.6,1.5,3.0,,1:18,-4.2,4.8,2.7,,1:41,-0.1,0.0,10.1,gaudrfr01
287,Fredrik Olofsson,COL,LW,0:31,57,,8:27,-7.6,1.9,2.5,,0:01,12.6,0.0,0.0,,1:16,-0.9,0.0,8.2,olofsfr01
288,Gabriel Vilardi,WPG,C,0:40,47,,13:43,-1.9,3.8,2.6,,3:17,-1.9,7.4,0.8,,0:00,,0.0,0.0,vilarga01
289,Gage Goncalves,TBL,C,0:35,2,,9:57,2.5,0.0,0.0,,0:00,,,,,0:00,,,,goncaga01
290,Garnet Hathaway,PHI,RW,0:32,82,,10:54,-1.0,2.1,2.8,,0:05,-4.8,0.0,0.0,,1:28,-12.6,2.0,4.5,hathaga01
291,Gavin Brindley,CBJ,C,0:49,1,,10:51,2.0,0.0,0.0,,1:29,-8.3,0.0,0.0,,0:00,,,,brindga01
292,Georgii Merkulov,BOS,F,0:51,4,,10:13,-5.6,1.5,0.0,,0:21,12.0,0.0,0.0,,0:00,,,,merkuge01
293,Givani Smith,SJS,RW,0:45,36,,7:48,0.9,1.3,4.1,,0:00,-80.4,0.0,0.0,,0:00,,,,smithgi01
294,Glenn Gawdin,ANA,C,0:27,1,,7:05,-15.2,0.0,8.5,,0:20,63.6,0.0,0.0,,0:10,,0.0,0.0,gawdigl01
295,Graeme Clarke,NJD,RW,0:32,3,,11:23,-2.2,1.8,5.3,,0:00,,,,,0:00,,,,clarkgr01
296,Grant Hutton,NYI,D,0:45,2,,8:37,2.6,3.5,0.0,,0:00,,,,,0:08,,0.0,0.0,huttogr01
297,Grigori Denisenko,VEG,LW,0:26,6,,10:12,-8.5,1.0,3.9,,0:38,-30.0,0.0,0.0,,0:00,,,,denisgr01
298,Gustav Forsling,FLA,D,0:39,79,,18:09,2.5,3.8,1.5,,0:34,-1.0,5.3,0.0,,3:24,-3.2,0.7,6.7,forslgu02
299,Gustav Lindström,TOT,D,0:51,46,,15:02,0.1,2.9,1.4,,0:00,13.6,0.0,0.0,,0:20,-6.7,0.0,31.4,lindsgu01
300,Gustav Nyquist,NSH,RW,0:47,81,,14:06,2.0,3.6,3.2,,3:01,5.5,9.3,0.5,,0:36,6.8,1.2,3.6,nyquigu01
301,Gustav Olofsson,SEA,D,1:03,1,,14:57,-24.6,0.0,0.0,,0:00,,,,,0:00,,,,olofsgu01
302,Hampus Lindholm,BOS,D,0:31,73,,19:20,4.5,2.9,2.3,,1:23,-0.3,8.2,0.0,,2:32,0.0,1.3,7.7,lindhha01
303,Hardy Haman Aktell,WSH,D,0:45,6,,10:33,4.7,1.9,3.8,,0:00,,,,,0:04,-12.2,0.0,0.0,hamanha01
304,Haydn Fleury,TBL,D,0:41,24,,15:07,-7.0,2.8,2.0,,0:01,,0.0,0.0,,0:57,23.9,0.0,10.4,fleurha01
305,Hendrix Lapierre,WSH,C,0:49,51,,10:22,-0.6,2.5,2.5,,1:02,-2.5,11.2,1.1,,0:00,-9.3,0.0,0.0,lapiehe01
306,Henri Jokiharju,BUF,D,0:48,74,,17:47,-2.9,2.9,2.2,,0:16,2.0,0.0,2.9,,0:54,-0.2,0.9,2.7,jokihhe01
307,Henry Thrun,SJS,D,0:50,51,,17:30,-3.1,1.8,3.4,,0:48,5.2,8.8,0.0,,1:41,1.4,0.7,9.8,thrunhe01
308,Hudson Fasching,NYI,RW,0:36,45,,11:49,-3.5,2.0,2.8,,0:09,-17.3,8.6,0.0,,0:03,-7.9,0.0,0.0,faschhu01
309,Hugh McGing,STL,LW,0:44,5,,8:14,-14.0,0.0,7.3,,0:08,18.8,87.8,0.0,,0:00,,0.0,0.0,mcginhu01
310,Ian Cole,VAN,D,0:38,78,,15:56,-5.1,2.8,2.4,,0:05,-11.8,0.0,0.0,,2:39,-6.3,0.9,9.8,coleia01
311,Ian Mitchell,BOS,D,0:46,13,,14:40,2.0,3.5,1.6,,0:02,-85.1,0.0,0.0,,0:36,4.0,0.0,7.7,mitchia01
312,Ilya Lyubushkin,TOT,D,0:37,74,,14:23,-4.9,2.1,3.2,,0:01,-12.6,0.0,0.0,,2:42,-8.0,0.7,10.7,lyubuil01
313,Ilya Mikheyev,VAN,F,0:42,78,,12:35,1.5,2.6,2.5,,0:53,-3.0,0.9,0.9,,0:47,11.4,0.0,1.9,mikheil01
314,Ilya Solovyov,CGY,D,0:39,10,,14:32,-9.7,0.8,2.9,,0:01,14.9,180.0,0.0,,1:20,12.1,9.0,9.0,solovil01
315,Isaak Phillips,CHI,D,0:36,33,,15:34,-6.1,1.3,4.4,,0:04,-19.0,0.0,0.0,,1:24,3.9,1.3,6.4,phillis01
316,Isac Lundeström,ANA,C,0:44,46,,11:49,-1.8,1.8,2.0,,0:28,-5.5,5.5,2.8,,2:02,-0.6,1.3,14.7,lundeis01
317,Isak Rosen,BUF,RW,0:38,7,,8:34,-14.9,0.0,3.0,,0:00,,0.0,0.0,,0:00,,,,rosenis01
318,Ivan Barbashev,VEG,C,0:46,82,,14:14,-1.0,3.5,2.6,,1:51,-4.2,6.7,1.2,,0:01,-12.0,0.0,0.0,barbaiv01
319,Ivan Miroshnichenko,WSH,LW,0:43,21,,11:30,2.7,1.7,2.7,,0:38,-10.1,9.0,0.0,,0:00,,,,mirosiv01
320,Ivan Provorov,CBJ,D,0:40,82,,17:50,0.4,2.8,3.2,,1:30,-1.9,4.4,0.5,,2:48,-4.5,0.0,9.9,provoiv01
321,J.J. Moser,ARI,D,0:35,80,,17:19,1.6,2.7,3.0,,0:49,-2.8,4.5,2.7,,2:25,-0.6,1.2,7.7,moserja01
322,J.T. Compher,DET,LW,0:45,77,,14:24,-3.2,3.0,3.1,,2:30,-0.5,8.1,1.5,,2:27,-2.2,0.6,9.8,comphj.01
323,J.T. Miller,VAN,C,0:43,81,,14:35,0.4,4.3,2.4,,3:43,2.9,10.1,1.2,,1:09,-1.8,1.3,11.5,millejt01
324,Jaccob Slavin,CAR,D,0:39,81,,17:59,1.1,3.1,2.3,,0:18,-5.3,4.9,4.9,,2:38,-0.5,1.4,5.6,slavija01
325,Jack Drury,CAR,C,0:36,74,,10:52,1.1,2.5,2.2,,0:56,2.7,12.0,0.9,,0:27,4.4,1.7,3.5,druryja01
326,Jack Eichel,VEG,C,0:45,63,,14:37,0.9,3.6,3.3,,3:55,2.4,8.0,0.7,,1:57,4.2,1.0,5.3,eicheja01
327,Jack Hughes,NJD,C,0:46,62,,17:06,6.2,3.2,3.7,,3:48,8.1,10.7,0.5,,0:03,87.1,0.0,0.0,hugheja03
328,Jack Johnson,COL,D,0:36,80,,13:57,-5.0,3.0,2.2,,0:00,-13.3,0.0,0.0,,0:57,5.6,0.0,6.2,johnsja02
329,Jack McBain,ARI,C,0:38,67,,10:50,-0.6,3.5,2.9,,0:03,-14.4,0.0,0.0,,1:44,-2.9,0.5,7.2,mcbaija03
330,Jack Quinn,BUF,RW,0:44,27,,12:40,0.4,3.3,3.5,,1:50,5.1,3.6,0.0,,1:07,5.6,0.0,5.9,quinnja01
331,Jack Roslovic,TOT,C,0:31,59,,13:52,-0.6,3.1,4.1,,0:51,1.5,6.8,0.0,,0:49,-2.6,1.2,7.4,rosloja01
332,Jack Studnicka,TOT,C,0:43,22,,10:29,-3.6,0.3,4.9,,0:10,-82.1,0.0,0.0,,0:47,-5.9,0.0,4.5,studnja01
333,Jack Thompson,TOT,D,0:51,3,,15:21,14.6,1.7,5.2,,0:19,-100.0,0.0,0.0,,0:00,,,,thompja01
334,Jackson Blake,CAR,RW,0:42,1,,12:29,-8.7,0.0,9.6,,2:49,4.8,0.0,0.0,,0:00,,,,blakeja02
335,Jackson LaCombe,ANA,D,0:41,71,,16:22,-2.8,1.8,3.0,,0:32,3.0,6.2,1.5,,2:26,2.8,0.7,9.3,lacomja01
336,Jacob Bernard-Docker,OTT,D,0:34,72,,14:10,-3.2,2.5,3.1,,0:03,10.4,0.0,0.0,,1:27,0.6,1.7,10.3,bernaja01
337,Jacob Bryson,BUF,D,0:49,36,,13:38,-3.4,2.1,1.7,,0:00,,0.0,0.0,,1:01,-3.7,3.3,3.3,brysoja01
338,Jacob MacDonald,SJS,D,0:41,34,,10:33,3.8,1.0,3.2,,1:26,-4.4,13.5,1.2,,0:01,-9.0,0.0,0.0,macdoja02
