Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Vincent Trocheck,?,70,20,38,3,48,16,188,166,38
?,Victor Hedman,?,73,9,39,5,40,14,180,91,131
?,Alex Pietrangelo,?,71,11,41,16,14,13,164,64,176
?,John Tavares,?,78,35,41,-8,32,36,274,106,35
?,Alex Ovechkin,?,73,42,33,-16,48,25,294,188,23
?,Valeri Nichushkin,?,48,17,28,13,2,15,141,52,30
?,David Pastrnak,?,82,61,52,34,38,37,407,91,33
?,Jaccob Slavin,?,3,0,1,1,0,0,2,1,3
?,Bryan Rust,?,11,4,4,-5,4,3,37,14,3
?,Claude Giroux,?,19,8,9,-1,6,6,47,17,6
?,Radko Gudas,?,6,0,2,2,4,0,10,13,10
?,Owen Power,?,1,0,0,2,0,0,0,0,1
?,Tyler Toffoli,?,17,4,7,1,4,4,55,21,3
?,Justin Faulk,?,37,5,17,-6,14,6,92,67,61
?,Gustav Forsling,?,39,6,16,6,20,2,101,36,47
?,Arber Xhekaj,?,15,2,1,-2,36,0,27,39,12
?,Tage Thompson,?,65,37,38,2,31,26,246,54,23
?,Charlie McAvoy,?,64,7,45,31,48,19,100,81,124
?,Jeff Skinner,?,4,2,2,-1,0,3,15,1,1
?,T.J. Oshie,?,3,0,0,-2,9,0,3,9,1
?,Jakob Chychrun,?,37,7,19,3,24,6,105,39,54
?,Patrik Laine,?,25,11,17,-2,6,8,89,12,10
?,Zach Hyman,?,49,25,27,13,25,17,172,36,10
?,Sean Durzi,?,1,0,0,0,0,0,1,2,2
?,Brandon Tanev,?,9,2,3,5,2,0,17,15,11
?,Max Domi,?,1,0,0,-1,0,0,4,0,0
?,Cole Perfetti,?,2,0,1,1,0,0,1,0,0
?,Jeff Petry,?,15,2,7,-3,2,2,33,39,23
?,Sam Bennett,?,2,0,0,-2,0,0,2,3,0
?,K'Andre Miller,?,4,1,0,-1,6,0,7,6,8
?,Teuvo Teravainen,?,1,0,0,1,0,0,5,0,0
?,Rickard Rakell,?,21,5,10,-5,4,4,55,38,15
?,Dmitry Orlov,?,14,1,7,2,4,3,28,31,12
?,Ryan Hartman,?,2,0,1,0,2,0,5,3,0
?,Tom Wilson,?,10,5,2,2,34,1,36,26,15
?,Noah Dobson,?,3,0,1,0,2,1,6,1,0
?,Viktor Arvidsson,?,1,0,0,0,0,0,1,0,1
?,Dylan Strome,?,2,0,0,-3,0,0,3,3,0
?,Tyler Seguin,?,2,1,0,-2,0,1,2,3,0
?,Aaron Ekblad,?,2,1,0,0,0,1,6,1,3
?,Erik Johnson,?,2,0,0,-1,0,0,4,2,5
?,Jani Hakanpaa,?,2,0,0,0,0,0,1,6,1
?,Bowen Byram,?,1,0,0,0,0,0,0,2,2
,Totals,,987,331,509,82,509,269,2966,1379,933
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Juuse Saros,?,47,24,121,2.57,1409,1530,0.921,2,
?,Ilya Samsonov,?,34,22,83,2.45,875,958,0.913,4,
?,Marc-Andre Fleury,?,10,5,22,2.39,240,262,0.916,1,
?,Vitek Vanecek,?,40,26,97,2.5,992,1089,0.911,2,
,Totals,,131,77,323,2.51,3516,3839,0.916,9,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
