Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Jacob Trouba,?,80,8,22,7,61,5,190,213,193
?,Auston Matthews,?,73,40,45,31,20,28,324,75,90
?,Patrik Laine,?,7,2,2,-2,4,1,27,8,5
?,Seth Jones,?,11,0,4,-11,10,2,28,18,24
?,Sidney Crosby,?,74,27,56,7,50,25,234,62,40
?,Jake Guentzel,?,78,36,37,2,46,23,243,83,46
?,Tim Stutzle,?,77,39,50,-3,54,28,224,111,49
?,Drake Batherson,?,77,20,36,-32,27,25,229,106,33
?,Noah Dobson,?,41,10,14,-2,8,9,116,35,59
?,Mark Scheifele,?,2,2,0,-1,0,1,8,4,2
?,Blake Wheeler,?,4,0,2,-1,6,0,11,2,1
?,Brenden Dillon,?,8,0,2,2,6,0,11,25,15
?,Moritz Seider,?,78,5,33,-13,38,14,135,193,175
?,Tyler Seguin,?,9,3,2,2,4,1,18,8,2
?,Alexander Romanov,?,4,0,0,0,2,0,5,9,11
?,Jeff Petry,?,8,0,0,-5,6,0,9,20,10
?,Dominik Kubalik,?,27,7,11,-7,8,8,73,26,10
?,Brandon Montour,?,71,13,52,3,101,31,214,79,80
?,Teuvo Teravainen,?,5,0,4,2,0,1,7,3,1
?,Bo Horvat,?,48,19,22,-1,6,12,131,36,32
?,Travis Konecny,?,37,17,16,-6,40,9,115,25,24
?,Carter Verhaeghe,?,4,2,1,-4,4,1,13,2,1
?,Owen Tippett,?,1,0,0,-3,0,0,2,3,0
?,Nicholas Paul,?,5,3,1,1,2,1,11,8,2
?,Adam Larsson,?,56,4,18,7,28,0,103,157,113
?,Bryan Rust,?,6,2,2,-6,0,3,12,6,2
?,Tyson Barrie,?,11,1,4,-1,6,2,20,11,15
?,Vince Dunn,?,32,3,24,1,20,5,58,44,28
?,Joel Eriksson Ek,?,13,3,8,-1,10,4,46,19,13
?,Evan Rodrigues,?,5,0,2,0,2,1,12,2,1
?,Martin Necas,?,29,7,20,1,6,12,74,23,9
?,Rasmus Ristolainen,?,4,0,2,2,0,1,6,13,7
?,Anders Lee,?,3,0,1,-1,0,1,1,3,1
?,Ryan Graves,?,5,0,1,-3,0,0,5,2,6
?,Trevor Zegras,?,2,0,1,1,0,0,6,1,1
?,Jared McCann,?,3,1,1,0,0,1,13,3,1
?,Dylan Strome,?,2,0,2,-3,0,1,4,0,0
?,Sam Bennett,?,1,0,2,1,0,0,2,0,0
?,Jason Zucker,?,2,2,0,-1,0,0,5,3,1
?,Nick Schmaltz,?,1,0,0,-1,2,0,1,0,0
?,K'Andre Miller,?,2,1,2,5,2,0,5,3,3
?,Jack Johnson,?,3,0,0,1,0,0,4,7,5
?,Ryan McDonagh,?,1,0,0,-3,0,0,2,0,2
,Totals,,1010,277,502,-35,579,256,2757,1451,1113
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Darcy Kuemper,?,34,11,99,3.11,836,935,0.894,2,
?,Ilya Sorokin,?,55,28,123,2.32,1529,1652,0.926,6,
?,Pavel Francouz,?,1,0,5,5.21,22,27,0.815,0,
?,Linus Ullmark,?,43,35,77,1.84,1206,1283,0.94,2,
,Totals,,133,74,304,2.38,3593,3897,0.922,10,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
