Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Sidney Crosby,?,50,20,36,9,22,20,141,38,27
?,Sean Couturier,?,39,15,19,-5,8,9,109,30,20
?,William Nylander,?,48,16,24,11,14,10,127,12,15
?,Tomas Tatar,?,28,4,8,-12,8,3,45,42,11
?,Justin Faulk,?,53,6,15,8,33,5,114,124,83
?,TJ Brodie,?,5,0,2,-1,0,0,6,3,4
?,Matthew Tkachuk,?,49,10,20,2,45,12,132,122,9
?,Anders Lee,?,22,10,5,13,12,3,65,27,10
?,Victor Olofsson,?,20,5,9,-14,2,10,41,3,3
?,Jake DeBrusk,?,2,0,0,-1,0,0,4,2,0
?,Dougie Hamilton,?,55,10,31,20,35,18,180,52,64
?,Mark Giordano,?,51,8,15,-2,12,7,121,45,99
?,Jeff Carter,?,6,0,2,-3,2,1,14,4,3
?,Jamie Benn,?,14,3,5,2,9,1,34,19,12
?,Jakob Chychrun,?,2,0,0,0,0,0,4,3,3
?,Joel Edmundson,?,8,0,1,6,2,0,14,9,5
?,Nick Foligno,?,4,1,1,1,0,0,9,10,6
?,Andrew Copp,?,3,0,1,2,0,0,5,1,1
?,Vincent Trocheck,?,29,9,18,-5,12,9,70,72,14
?,Justin Holl,?,7,0,2,-4,2,0,6,6,12
?,Cam Atkinson,?,38,9,12,-14,2,6,109,19,19
?,Michael Del Zotto,?,2,0,0,-1,0,0,4,3,2
?,Nick Leddy,?,9,0,4,3,2,0,9,6,8
?,Ryan Getzlaf,?,1,0,0,0,0,0,1,0,1
?,Rickard Rakell,?,10,3,3,-2,2,1,24,15,1
?,Ryan McDonagh,?,4,0,1,0,0,0,9,4,2
?,Dustin Brown,?,24,4,8,-6,4,2,64,41,6
?,MacKenzie Weegar,?,26,3,16,17,29,3,52,55,47
?,Garnet Hathaway,?,3,0,0,0,0,0,6,9,0
?,Joonas Donskoi,?,9,5,2,4,2,2,27,2,5
?,William Karlsson,?,12,2,7,7,4,2,19,5,4
,Totals,,633,143,267,35,263,124,1565,783,496
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Robin Lehner,?,17,12,41,2.37,419,460,0.911,1,
?,Jaroslav Halak,?,2,1,3,1.44,45,48,0.938,0,
?,Vitek Vanecek,?,26,14,68,2.7,656,724,0.906,2,
?,Jake Allen,?,3,2,5,1.68,101,106,0.953,0,
?,Pekka Rinne,?,12,4,39,3.5,299,338,0.885,1,
?,Alex Nedeljkovic,?,12,8,23,1.9,303,326,0.929,1,
,Totals,,72,41,179,2.53,1823,2002,0.911,5,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
