Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Evgeni MalkinPIT - C,?,59,18,29,-2,52,13,150,16,29
,No new player Notes,,,,,,,,,,
?,Nazem KadriCGY - C,?,1,0,0,-2,0,0,2,0,0
,No new player Notes,,,,,,,,,,
?,"Cole CaufieldMTL - LW,RW",?,14,4,8,0,6,6,55,11,0
,No new player Notes,,,,,,,,,,
?,David PastrnakBOS - RW ?,?,82,47,63,23,47,35,380,62,19
,No new player Notes,,,,,,,,,,
?,Evan BouchardEDM - D,?,78,17,60,35,32,33,210,65,100
,Player Note,,,,,,,,,,
?,Hampus LindholmBOS - D,?,17,1,1,2,6,0,27,9,25
,No new player Notes,,,,,,,,,,
?,Morgan RiellyTOR - D,?,1,0,1,0,0,0,2,2,1
,No new player Notes,,,,,,,,,,
?,Thomas ChabotOTT - D,?,6,0,1,-4,0,1,7,7,14
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
?,"Tage ThompsonBUF - C,RW ?",?,2,0,0,-3,0,0,7,2,0
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
?,"Ivan BarbashevVGK - C,LW",?,4,0,0,0,6,0,5,9,2
,No new player Notes,,,,,,,,,,
?,Chris KreiderNYR - LW,?,74,34,32,14,26,26,223,71,19
,No new player Notes,,,,,,,,,,
?,Alex OvechkinWSH - LW ?,?,73,28,32,-20,20,26,255,137,26
,No new player Notes,,,,,,,,,,
?,Tom WilsonWSH - RW ?,?,41,6,8,-12,56,2,98,108,31
,No new player Notes,,,,,,,,,,
?,John CarlsonWSH - D,?,80,10,41,-9,40,21,170,57,188
,No new player Notes,,,,,,,,,,
?,Arber XhekajMTL - D,?,9,0,1,-2,19,0,10,24,9
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
?,John KlingbergTOR - D,?,3,0,1,-4,2,0,2,1,3
,No new player Notes,,,,,,,,,,
,IR-LT,,,,,,,,,,
?,Mika ZibanejadNYR - C,?,77,26,41,12,28,30,209,39,53
,No new player Notes,,,,,,,,,,
?,Jake SandersonOTT - D,?,7,1,3,-6,2,1,16,3,13
,No new player Notes,,,,,,,,,,
?,Jaccob SlavinCAR - D,?,3,0,0,0,0,0,7,1,3
,No new player Notes,,,,,,,,,,
?,"Andrei SvechnikovCAR - LW,RW ?",?,49,16,25,12,44,13,124,103,20
,No new player Notes,,,,,,,,,,
?,Luke HughesNJ - D,?,5,0,1,-2,4,1,9,1,0
,No new player Notes,,,,,,,,,,
?,Darnell NurseEDM - D,?,71,9,21,6,73,5,158,137,149
,Player Note,,,,,,,,,,
?,"Jaden SchwartzSEA - C,LW",?,5,3,1,-2,6,3,11,4,4
,No new player Notes,,,,,,,,,,
?,Oliver Ekman-LarssonFLA - D,?,6,2,2,3,0,2,5,3,4
,Player Note,,,,,,,,,,
?,"Brayden SchennSTL - C,LW",?,2,0,0,-3,0,0,5,1,0
,No new player Notes,,,,,,,,,,
?,"Valeri NichushkinCOL - LW,RW",?,32,21,17,5,12,18,98,38,16
,No new player Notes,,,,,,,,,,
,IR-NR,,,,,,,,,,
?,"Jonathan HuberdeauCGY - C,LW",?,3,0,1,-1,0,0,7,1,1
,No new player Notes,,,,,,,,,,
?,Brenden DillonWPG - D,?,21,1,3,5,23,0,23,51,28
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
?,Zach WerenskiCBJ - D,?,46,10,29,-6,16,10,144,15,92
,No new player Notes,,,,,,,,,,
?,"Lucas RaymondDET - LW,RW",?,8,2,3,-6,2,1,13,4,3
,No new player Notes,,,,,,,,,,
?,Simon NemecNJ - D,?,3,1,0,-1,0,0,3,0,5
,No new player Notes,,,,,,,,,,
?,"Mikael GranlundSJ - C,RW",?,5,0,5,-4,0,4,12,0,5
,No new player Notes,,,,,,,,,,
?,David SavardMTL - D,?,5,0,0,-6,6,0,6,5,20
,No new player Notes,,,,,,,,,,
?,"Ross ColtonCOL - C,LW",?,3,1,0,-1,4,1,8,1,0
,No new player Notes,,,,,,,,,,
?,"Vladimir TarasenkoFLA - LW,RW",?,9,3,2,1,2,1,16,3,7
,Player Note,,,,,,,,,,
?,Brock FaberMIN - D,?,14,1,8,-1,2,2,21,10,30
,No new player Notes,,,,,,,,,,
?,"Jake DeBruskBOS - LW,RW",?,3,1,0,0,0,0,4,1,1
,No new player Notes,,,,,,,,,,
?,Thomas HarleyDAL - D,?,8,0,3,2,2,1,11,4,16
,No new player Notes,,,,,,,,,,
?,"Adam HenriqueEDM - C,LW",?,3,0,2,-2,5,1,5,4,2
,Player Note,,,,,,,,,,
?,Nick SuzukiMTL - C,?,28,14,11,-2,16,5,63,15,22
,No new player Notes,,,,,,,,,,
?,Travis SanheimPHI - D,?,3,0,1,-1,2,0,4,2,7
,No new player Notes,,,,,,,,,,
?,Gustav NyquistNSH - LW,?,4,1,4,-1,0,1,9,0,2
,No new player Notes,,,,,,,,,,
?,"Timo MeierNJ - LW,RW",?,16,8,7,-6,23,7,53,31,11
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
,Totals,,983,286,468,11,584,270,2647,1058,980
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Tristan JarryPIT - G,?,36,15,90,2.74,876,966,0.907,5,
,No new player Notes,,,,,,,,,,
?,Ilya SamsonovTOR - G,?,3,2,11,3.67,68,79,0.861,0,
,No new player Notes,,,,,,,,,,
?,Jack CampbellEDM - G,?,1,0,4,8.73,12,16,0.75,0,
,No new player Notes,,,,,,,,,,
?,Jordan BinningtonSTL - G,?,4,1,14,3.52,111,125,0.888,0,
,No new player Notes,,,,,,,,,,
?,Joseph WollTOR - G,?,4,1,14,3.53,98,112,0.875,0,
,No new player Notes,,,,,,,,,,
,O,,,,,,,,,,
?,Cam TalbotLA - G,?,33,18,81,2.5,832,913,0.911,3,
,No new player Notes,,,,,,,,,,
?,Semyon VarlamovNYI - G,?,1,0,4,4.17,27,31,0.871,0,
,No new player Notes,,,,,,,,,,
?,Marc-Andre FleuryMIN - G,?,1,0,3,3.12,24,27,0.889,0,
,No new player Notes,,,,,,,,,,
?,Stuart SkinnerEDM - G,?,43,29,102,2.48,1042,1144,0.911,1,
,New Player Note,,,,,,,,,,
?,Charlie LindgrenWSH - G,?,1,0,5,5.05,30,35,0.857,0,
,No new player Notes,,,,,,,,,,
?,Filip GustavssonMIN - G,?,1,0,2,2.09,15,17,0.882,0,
,No new player Notes,,,,,,,,,,
?,David RittichLA - G,?,1,0,3,2.79,24,27,0.889,0,
,No new player Notes,,,,,,,,,,
?,Ukko-Pekka LuukkonenBUF - G,?,10,6,21,2.1,275,296,0.929,1,
,No new player Notes,,,,,,,,,,
?,Frederik AndersenCAR - G,?,8,7,10,1.25,201,211,0.953,3,
,No new player Notes,,,,,,,,,,
,Totals,,147,79,364,2.59,3635,3999,0.909,13,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
