Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Elias Pettersson,?,67,28,38,19,16,23,163,62,41
?,Tomas Hertl,?,41,12,19,-16,14,7,98,26,20
?,Brock Boeser,?,3,0,2,1,0,0,9,1,0
?,Morgan Rielly,?,27,3,17,1,18,5,67,17,34
?,Jack Eichel,?,67,36,41,3,34,27,225,40,38
?,Brad Marchand,?,69,28,58,26,82,28,180,54,19
?,Blake Wheeler,?,70,22,43,4,37,22,178,99,50
?,Shea Weber,?,65,15,21,9,33,8,185,112,114
?,Cale Makar,?,57,12,38,12,12,19,121,45,47
?,Josh Morrissey,?,12,1,7,-9,2,5,32,11,8
?,Jack Hughes,?,1,0,0,-1,0,0,1,0,0
?,Anders Lee,?,10,4,2,5,4,0,16,15,5
?,Cam Atkinson,?,18,3,8,-1,4,5,65,13,12
?,Dustin Brown,?,2,0,0,-1,2,0,3,7,0
?,Victor Olofsson,?,13,4,3,-5,4,5,30,3,2
?,Justin Schultz,?,2,0,2,5,0,0,3,0,2
?,Deryk Engelland,?,5,0,0,-1,0,0,9,18,7
?,Brandon Tanev,?,56,10,8,-7,14,1,70,197,48
?,Ryan Reaves,?,2,0,0,-2,0,0,2,9,0
?,Alex Tuch,?,1,0,0,-1,0,0,0,0,0
?,Adam Henrique,?,1,0,0,-1,0,0,1,0,2
?,Brock Nelson,?,4,0,2,-4,0,0,8,4,3
?,Reilly Smith,?,9,1,4,0,6,1,20,3,2
?,Radko Gudas,?,33,2,6,11,15,0,51,90,34
?,Pavel Buchnevich,?,1,0,1,0,0,0,2,0,0
?,Jakub Vrana,?,44,15,17,-2,8,8,113,22,11
?,Andreas Athanasiou,?,1,0,0,-2,0,0,1,3,1
?,Derick Brassard,?,1,0,0,-1,0,0,2,1,1
?,Artturi Lehkonen,?,5,2,1,-4,0,0,8,11,2
?,Jake Guentzel,?,13,5,11,9,6,4,35,12,7
?,Seth Jones,?,31,3,12,12,8,3,73,39,66
?,Roman Polak,?,4,0,0,-3,0,0,2,7,11
?,Jaden Schwartz,?,1,0,0,-1,0,0,2,3,1
?,Matt Martin,?,1,0,0,1,0,0,0,7,0
?,Brent Seabrook,?,1,0,0,0,0,0,1,0,1
?,Brenden Dillon,?,2,0,0,-1,4,0,0,4,2
?,Matt Niskanen,?,1,0,0,0,2,0,2,0,0
?,Neal Pionk,?,38,3,21,-3,22,14,105,98,42
?,Shayne Gostisbehere,?,2,0,0,2,0,0,3,0,2
?,Vincent Trocheck,?,1,0,1,0,0,0,2,4,0
?,Jaccob Slavin,?,1,0,1,-2,0,0,2,0,0
?,Dylan Larkin,?,1,1,0,1,0,1,4,0,0
?,Noel Acciari,?,2,0,0,1,2,0,2,6,2
?,Patrik Laine,?,21,12,7,1,8,7,72,28,10
?,Tanner Pearson,?,5,1,1,-4,0,1,8,1,5
?,Jake Virtanen,?,1,0,0,0,0,0,5,1,0
?,David Krejci,?,5,0,2,0,4,0,9,3,3
?,Joe Pavelski,?,14,3,5,0,7,4,27,18,9
?,Marcus Foligno,?,2,0,0,0,2,0,3,4,2
?,Joel Armia,?,4,1,0,-2,6,0,5,13,1
?,Kailer Yamamoto,?,1,0,0,0,0,0,0,2,0
?,Jakob Chychrun,?,1,0,0,0,2,0,6,0,0
?,Ian Cole,?,3,0,0,-2,0,0,3,2,5
?,David Savard,?,4,0,2,-1,6,1,9,6,14
?,Dominik Kubalik,?,5,1,1,-1,2,0,7,6,1
,Totals,,852,228,402,45,386,199,2050,1127,687
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Sergei Bobrovsky,?,17,7,54,3.54,380,434,0.876,1,
?,David Rittich,?,42,22,119,2.91,1189,1308,0.909,2,
?,Jaroslav Halak,?,22,11,54,2.43,623,677,0.92,3,
?,Antti Raanta,?,4,0,9,3.04,74,83,0.892,0,
?,Ilya Samsonov,?,7,2,20,3.56,149,169,0.882,0,
?,James Reimer,?,4,2,14,4.47,85,99,0.859,0,
?,Chris Driedger,?,1,1,4,4,35,39,0.897,0,
?,Anton Khudobin,?,5,3,10,2.29,122,132,0.924,0,
?,Igor Shesterkin,?,3,3,6,2.01,94,100,0.94,0,
?,Mike Smith,?,5,3,15,3.28,121,136,0.89,0,
?,Alexandar Georgiev,?,2,1,7,3.52,48,55,0.873,0,
?,Cam Talbot,?,1,1,2,2.01,32,34,0.941,0,
,Totals,,113,56,314,2.96,2952,3266,0.904,6,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
