Forwards/Defensemen,,,Offense,,,,,,,,
,Name,,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK
?,Auston Matthews,?,50,40,25,24,10,13,214,56,46
?,Jaden Schwartz,?,10,1,3,7,6,0,17,9,2
?,Bryan Rust,?,55,21,20,8,14,11,153,60,29
?,Dominik Kubalik,?,3,0,0,-2,0,0,5,1,0
?,Alexander Edler,?,36,0,6,-8,32,0,68,63,78
?,Mika Zibanejad,?,54,24,23,-2,18,14,169,71,44
?,Elias Lindholm,?,51,17,26,6,22,16,121,53,32
?,Filip Forsberg,?,36,12,17,-10,16,11,118,41,14
?,Timo Meier,?,6,1,2,0,0,2,17,7,1
?,Brent Burns,?,53,7,22,-13,36,6,130,31,89
?,Shea Theodore,?,51,8,34,26,14,15,157,20,41
?,Brayden McNabb,?,7,0,0,-1,4,0,5,18,14
?,Keith Yandle,?,52,3,21,-11,34,17,104,17,25
?,Zach Hyman,?,38,13,16,18,24,3,96,59,18
?,Connor Murphy,?,4,0,0,-3,0,0,5,7,12
?,Nick Suzuki,?,39,9,17,-10,14,8,82,48,21
?,Nikita Zadorov,?,39,1,6,0,32,0,38,120,53
?,Jack Hughes,?,6,0,1,-3,0,1,21,1,2
?,Brandon Tanev,?,4,1,2,2,15,0,5,16,2
?,Conor Garland,?,6,0,2,-5,4,1,14,6,2
?,Colton Parayko,?,3,0,0,2,0,0,8,1,7
?,Connor Brown,?,2,2,0,-1,0,0,4,0,2
?,Anthony Mantha,?,8,4,2,-2,2,2,19,11,4
?,Jacob Trouba,?,4,1,0,-3,0,0,10,11,8
?,Sam Bennett,?,8,5,6,8,21,2,35,23,1
?,Ryan Lindgren,?,2,0,0,0,0,0,5,4,0
?,Dmitry Orlov,?,5,0,4,2,2,1,8,6,3
?,David Savard,?,1,0,0,0,0,0,3,1,2
?,Danny DeKeyser,?,1,0,0,1,0,0,0,2,3
?,Tomas Hertl,?,3,2,3,0,2,1,15,2,1
?,Brenden Dillon,?,3,0,2,1,2,1,5,5,2
?,Charlie McAvoy,?,2,1,2,4,0,1,3,1,1
,Totals,,642,173,262,35,324,126,1654,771,559
Goaltenders,,,Offense,Goaltending,,,,,,,
,Name,,GP*,W,GA*,GAA,SV*,SA*,SV%,SHO,
?,Carter Hart,?,18,8,59,3.69,421,480,0.877,1,
?,Jacob Markstrom,?,35,16,94,2.78,872,966,0.903,3,
?,Juuse Saros,?,29,18,64,2.32,770,834,0.923,2,
?,Cal Petersen,?,19,4,59,3.16,550,609,0.903,0,
?,Semyon Varlamov,?,1,0,2,2.05,23,25,0.92,0,
,Totals,,102,46,278,2.87,2636,2914,0.905,6,
Legends and Glossaries,,,,,,,,,,,
Legend?,,,,,,,,,,,
Stats?,,,,,,,,,,,
Positions?,,,,,,,,,,,
Advanced Stats Glossary?,,,,,,,,,,,
The Fine Print,,,,,,,,,,,
Projections Powered by Rotowire,,,,,,,,,,,
All game times are shown in MDT.,,,,,,,,,,,
* Non-scoring stats,,,,,,,,,,,
