Name,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK,manager,year,Position,center,lw,rw,defence,multi_position,GWG
Sammy Blais,7,1,2,0,12,0,7,26,6,HatTrick Swayzes,2022,"LW,RW",0,1,1,0,1,NA
Artemi Panarin,74,28,60,6,34,35,191,22,11,Mitchell's Russians,2022,LW,0,1,0,0,0,NA
Nikita Kucherov,73,26,72,4,32,40,241,53,25,Mitchell's Russians,2022,RW,0,0,1,0,0,NA
Artturi Lehkonen,46,14,20,10,20,13,106,62,34,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
Elias Lindholm,63,18,32,5,8,17,144,62,33,Mitchell's Russians,2022,C,1,0,0,0,0,NA
Evgeni Malkin,74,27,53,-6,78,35,218,47,25,Mitchell's Russians,2022,C,1,0,0,0,0,NA
Sam Reinhart,12,4,2,-2,2,5,39,3,3,Mitchell's Russians,2022,"C,RW",1,0,1,0,1,NA
Marcus Foligno,6,1,2,-4,11,2,9,18,3,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
MacKenzie Weegar,81,4,27,15,43,3,160,186,117,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Thomas Chabot,68,11,30,-11,52,20,165,79,123,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Nikolaj Ehlers,25,5,14,0,0,8,75,15,6,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
Neal Pionk,16,4,7,-2,2,1,35,39,23,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Jordan Kyrou,68,29,24,-44,20,18,241,12,32,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
Colton Parayko,10,0,2,-8,2,1,19,13,13,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Roope Hintz,48,27,27,27,24,15,125,29,29,Mitchell's Russians,2022,C,1,0,0,0,0,NA
Alex Tuch,10,1,3,-5,0,2,22,7,7,Mitchell's Russians,2022,RW,0,0,1,0,0,NA
Reilly Smith,19,7,4,-2,12,0,37,18,7,Mitchell's Russians,2022,RW,0,0,1,0,0,NA
Nikita Zadorov,71,11,6,2,63,1,111,138,67,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Jason Zucker,14,3,2,0,8,2,37,45,4,Mitchell's Russians,2022,LW,0,1,0,0,0,NA
Jake DeBrusk,14,6,5,5,2,3,35,23,5,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
Filip Hronek,46,5,20,-2,22,11,84,77,43,Mitchell's Russians,2022,D,0,0,0,1,0,NA
Brandon Hagel,38,14,13,15,28,3,92,37,25,Mitchell's Russians,2022,"LW,RW",0,1,1,0,1,NA
Jamie Benn,27,12,14,1,10,9,64,29,11,Mitchell's Russians,2022,"C,LW",1,1,0,0,1,NA
Jacob Trouba,80,8,22,7,61,5,190,213,193,Sugar Kane,2022,D,0,0,0,1,0,NA
Auston Matthews,73,40,45,31,20,28,324,75,90,Sugar Kane,2022,C,1,0,0,0,0,NA
Patrik Laine,7,2,2,-2,4,1,27,8,5,Sugar Kane,2022,"LW,RW",0,1,1,0,1,NA
Seth Jones,11,0,4,-11,10,2,28,18,24,Sugar Kane,2022,D,0,0,0,1,0,NA
Sidney Crosby,74,27,56,7,50,25,234,62,40,Sugar Kane,2022,C,1,0,0,0,0,NA
Jake Guentzel,78,36,37,2,46,23,243,83,46,Sugar Kane,2022,LW,0,1,0,0,0,NA
Tim Stutzle,77,39,50,-3,54,28,224,111,49,Sugar Kane,2022,LW,0,1,0,0,0,NA
Drake Batherson,77,20,36,-32,27,25,229,106,33,Sugar Kane,2022,RW,0,0,1,0,0,NA
Noah Dobson,41,10,14,-2,8,9,116,35,59,Sugar Kane,2022,D,0,0,0,1,0,NA
Mark Scheifele,2,2,0,-1,0,1,8,4,2,Sugar Kane,2022,C,1,0,0,0,0,NA
Blake Wheeler,4,0,2,-1,6,0,11,2,1,Sugar Kane,2022,RW,0,0,1,0,0,NA
Brenden Dillon,8,0,2,2,6,0,11,25,15,Sugar Kane,2022,D,0,0,0,1,0,NA
Moritz Seider,78,5,33,-13,38,14,135,193,175,Sugar Kane,2022,D,0,0,0,1,0,NA
Tyler Seguin,9,3,2,2,4,1,18,8,2,Sugar Kane,2022,"C,RW",1,0,1,0,1,NA
Alexander Romanov,4,0,0,0,2,0,5,9,11,Sugar Kane,2022,D,0,0,0,1,0,NA
Jeff Petry,8,0,0,-5,6,0,9,20,10,Sugar Kane,2022,D,0,0,0,1,0,NA
Dominik Kubalik,27,7,11,-7,8,8,73,26,10,Sugar Kane,2022,"LW,RW",0,1,1,0,1,NA
Brandon Montour,71,13,52,3,101,31,214,79,80,Sugar Kane,2022,D,0,0,0,1,0,NA
Teuvo Teravainen,5,0,4,2,0,1,7,3,1,Sugar Kane,2022,"LW,RW",0,1,1,0,1,NA
Bo Horvat,48,19,22,-1,6,12,131,36,32,Sugar Kane,2022,C,1,0,0,0,0,NA
Travis Konecny,37,17,16,-6,40,9,115,25,24,Sugar Kane,2022,RW,0,0,1,0,0,NA
Carter Verhaeghe,4,2,1,-4,4,1,13,2,1,Sugar Kane,2022,LW,0,1,0,0,0,NA
Owen Tippett,1,0,0,-3,0,0,2,3,0,Sugar Kane,2022,RW,0,0,1,0,0,NA
Nicholas Paul,5,3,1,1,2,1,11,8,2,Sugar Kane,2022,LW,0,1,0,0,0,NA
Adam Larsson,56,4,18,7,28,0,103,157,113,Sugar Kane,2022,D,0,0,0,1,0,NA
Bryan Rust,6,2,2,-6,0,3,12,6,2,Sugar Kane,2022,RW,0,0,1,0,0,NA
Tyson Barrie,11,1,4,-1,6,2,20,11,15,Sugar Kane,2022,D,0,0,0,1,0,NA
Vince Dunn,32,3,24,1,20,5,58,44,28,Sugar Kane,2022,D,0,0,0,1,0,NA
Joel Eriksson Ek,13,3,8,-1,10,4,46,19,13,Sugar Kane,2022,C,1,0,0,0,0,NA
Evan Rodrigues,5,0,2,0,2,1,12,2,1,Sugar Kane,2022,"LW,RW",0,1,1,0,1,NA
Martin Necas,29,7,20,1,6,12,74,23,9,Sugar Kane,2022,RW,0,0,1,0,0,NA
Rasmus Ristolainen,4,0,2,2,0,1,6,13,7,Sugar Kane,2022,D,0,0,0,1,0,NA
Anders Lee,3,0,1,-1,0,1,1,3,1,Sugar Kane,2022,LW,0,1,0,0,0,NA
Ryan Graves,5,0,1,-3,0,0,5,2,6,Sugar Kane,2022,D,0,0,0,1,0,NA
Trevor Zegras,2,0,1,1,0,0,6,1,1,Sugar Kane,2022,C,1,0,0,0,0,NA
Jared McCann,3,1,1,0,0,1,13,3,1,Sugar Kane,2022,"C,LW",1,1,0,0,1,NA
Dylan Strome,2,0,2,-3,0,1,4,0,0,Sugar Kane,2022,"C,RW",1,0,1,0,1,NA
Sam Bennett,1,0,2,1,0,0,2,0,0,Sugar Kane,2022,C,1,0,0,0,0,NA
Jason Zucker,2,2,0,-1,0,0,5,3,1,Sugar Kane,2022,LW,0,1,0,0,0,NA
Nick Schmaltz,1,0,0,-1,2,0,1,0,0,Sugar Kane,2022,"C,RW",1,0,1,0,1,NA
K'Andre Miller,2,1,2,5,2,0,5,3,3,Sugar Kane,2022,D,0,0,0,1,0,NA
Jack Johnson,3,0,0,1,0,0,4,7,5,Sugar Kane,2022,D,0,0,0,1,0,NA
Ryan McDonagh,1,0,0,-3,0,0,2,0,2,Sugar Kane,2022,D,0,0,0,1,0,NA
Tanner Jeannot,67,6,11,-6,97,0,97,248,43,The McDadDicks,2022,RW,0,0,1,0,0,NA
Steven Stamkos,68,27,41,-11,38,31,207,80,43,The McDadDicks,2022,"C,LW",1,1,0,0,1,NA
Jonathan Marchessault,61,23,24,5,19,14,190,66,12,The McDadDicks,2022,"LW,RW",0,1,1,0,1,NA
Drew Doughty,80,9,42,9,34,27,142,115,103,The McDadDicks,2022,D,0,0,0,1,0,NA
Connor McDavid,76,64,81,24,30,65,336,81,38,The McDadDicks,2022,C,1,0,0,0,0,NA
Brent Burns,80,18,43,19,44,22,253,39,84,The McDadDicks,2022,D,0,0,0,1,0,NA
Joe Pavelski,67,19,38,30,6,18,148,77,51,The McDadDicks,2022,"C,RW",1,0,1,0,1,NA
Jamie Benn,6,0,1,2,2,0,7,7,2,The McDadDicks,2022,"C,LW",1,1,0,0,1,NA
Jason Robertson,74,41,51,26,20,34,276,50,17,The McDadDicks,2022,LW,0,1,0,0,0,NA
Blake Coleman,4,0,2,0,2,0,7,10,4,The McDadDicks,2022,"LW,RW",0,1,1,0,1,NA
Kris Letang,59,12,28,-12,24,20,154,143,94,The McDadDicks,2022,D,0,0,0,1,0,NA
Rasmus Andersson,76,11,38,5,26,21,152,50,125,The McDadDicks,2022,D,0,0,0,1,0,NA
Dylan Larkin,63,27,38,-5,35,27,195,32,21,The McDadDicks,2022,C,1,0,0,0,0,NA
Ryan Pulock,58,2,15,11,12,4,75,103,90,The McDadDicks,2022,D,0,0,0,1,0,NA
Chandler Stephenson,52,9,24,3,22,11,74,47,37,The McDadDicks,2022,"C,RW",1,0,1,0,1,NA
Max Domi,6,0,3,-3,17,1,12,0,1,The McDadDicks,2022,"LW,RW",0,1,1,0,1,NA
Tyler Toffoli,55,23,28,13,22,16,183,29,9,The McDadDicks,2022,"LW,RW",0,1,1,0,1,NA
Evgeni Malkin,59,18,29,-2,52,13,150,16,29,BunchaPigeons,2023,C,1,0,0,0,0,NA
Nazem Kadri,1,0,0,-2,0,0,2,0,0,BunchaPigeons,2023,C,1,0,0,0,0,NA
Cole Caufield,14,4,8,0,6,6,55,11,0,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
David Pastrnak,82,47,63,23,47,35,380,62,19,BunchaPigeons,2023,RW,0,0,1,0,0,NA
Evan Bouchard,78,17,60,35,32,33,210,65,100,BunchaPigeons,2023,D,0,0,0,1,0,NA
Hampus Lindholm,17,1,1,2,6,0,27,9,25,BunchaPigeons,2023,D,0,0,0,1,0,NA
Morgan Rielly,1,0,1,0,0,0,2,2,1,BunchaPigeons,2023,D,0,0,0,1,0,NA
Thomas Chabot,6,0,1,-4,0,1,7,7,14,BunchaPigeons,2023,D,0,0,0,1,0,NA
Tage Thompson,2,0,0,-3,0,0,7,2,0,BunchaPigeons,2023,CRW,1,0,1,0,1,NA
Ivan Barbashev,4,0,0,0,6,0,5,9,2,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Chris Kreider,74,34,32,14,26,26,223,71,19,BunchaPigeons,2023,LW,0,1,0,0,0,NA
Alex Ovechkin,73,28,32,-20,20,26,255,137,26,BunchaPigeons,2023,LW,0,1,0,0,0,NA
Tom Wilson,41,6,8,-12,56,2,98,108,31,BunchaPigeons,2023,RW,0,0,1,0,0,NA
John Carlson,80,10,41,-9,40,21,170,57,188,BunchaPigeons,2023,D,0,0,0,1,0,NA
Arber Xhekaj,9,0,1,-2,19,0,10,24,9,BunchaPigeons,2023,D,0,0,0,1,0,NA
John Klingberg,3,0,1,-4,2,0,2,1,3,BunchaPigeons,2023,D,0,0,0,1,0,NA
Mika Zibanejad,77,26,41,12,28,30,209,39,53,BunchaPigeons,2023,C,1,0,0,0,0,NA
Jake Sanderson,7,1,3,-6,2,1,16,3,13,BunchaPigeons,2023,D,0,0,0,1,0,NA
Jaccob Slavin,3,0,0,0,0,0,7,1,3,BunchaPigeons,2023,D,0,0,0,1,0,NA
Andrei Svechnikov,49,16,25,12,44,13,124,103,20,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Luke Hughe,5,0,1,-2,4,1,9,1,0,BunchaPigeons,2023,D,0,0,0,1,0,NA
Darnell Nurse,71,9,21,6,73,5,158,137,149,BunchaPigeons,2023,D,0,0,0,1,0,NA
Jaden Schwartz,5,3,1,-2,6,3,11,4,4,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Oliver Ekman-Larsson,6,2,2,3,0,2,5,3,4,BunchaPigeons,2023,D,0,0,0,1,0,NA
Brayden Schenn,2,0,0,-3,0,0,5,1,0,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Valeri Nichushkin,32,21,17,5,12,18,98,38,16,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Jonathan Huberdeau,3,0,1,-1,0,0,7,1,1,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Brenden Dillon,21,1,3,5,23,0,23,51,28,BunchaPigeons,2023,D,0,0,0,1,0,NA
Zach Werenski,46,10,29,-6,16,10,144,15,92,BunchaPigeons,2023,D,0,0,0,1,0,NA
Lucas Raymond,8,2,3,-6,2,1,13,4,3,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Simon Neme,3,1,0,-1,0,0,3,0,5,BunchaPigeons,2023,D,0,0,0,1,0,NA
Mikael Granlun,5,0,5,-4,0,4,12,0,5,BunchaPigeons,2023,CRW,1,0,1,0,1,NA
David Savard,5,0,0,-6,6,0,6,5,20,BunchaPigeons,2023,D,0,0,0,1,0,NA
Ross Colton,3,1,0,-1,4,1,8,1,0,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Vladimir Tarasenko,9,3,2,1,2,1,16,3,7,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Brock Faber,14,1,8,-1,2,2,21,10,30,BunchaPigeons,2023,D,0,0,0,1,0,NA
Jake DeBrusk,3,1,0,0,0,0,4,1,1,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Thomas Harley,8,0,3,2,2,1,11,4,16,BunchaPigeons,2023,D,0,0,0,1,0,NA
Adam Henrique,3,0,2,-2,5,1,5,4,2,BunchaPigeons,2023,CLW,1,1,0,0,1,NA
Nick Suzuki,28,14,11,-2,16,5,63,15,22,BunchaPigeons,2023,C,1,0,0,0,0,NA
Travis Sanheim,3,0,1,-1,2,0,4,2,7,BunchaPigeons,2023,D,0,0,0,1,0,NA
Gustav Nyquist,4,1,4,-1,0,1,9,0,2,BunchaPigeons,2023,LW,0,1,0,0,0,NA
Timo Meie,16,8,7,-6,23,7,53,31,11,BunchaPigeons,2023,LWRW,0,1,1,0,1,NA
Seth Jones,23,0,9,-2,10,0,52,21,54,Clownin Rounds,2023,D,0,0,0,1,0,NA
Elias Pettersson,79,32,54,19,12,30,197,99,66,Clownin Rounds,2023,CLW,1,1,0,0,1,NA
Ryan Nugent-Hopkins,75,18,48,12,32,26,175,60,30,Clownin Rounds,2023,CLW,1,1,0,0,1,NA
Pierre-Luc Dubois,32,6,9,-6,20,1,63,22,13,Clownin Rounds,2023,CLW,1,1,0,0,1,NA
Michael Bunting,42,10,19,-16,34,13,73,10,13,Clownin Rounds,2023,LW,0,1,0,0,0,NA
Mitchell Marner,67,26,56,19,18,25,156,52,51,Clownin Rounds,2023,RW,0,0,1,0,0,NA
Quinn Hughes,81,17,74,39,38,37,199,26,54,Clownin Rounds,2023,D,0,0,0,1,0,NA
Charlie McAvoy,70,12,36,3,60,13,124,130,151,Clownin Rounds,2023,D,0,0,0,1,0,NA
Josh Morrissey,79,10,57,34,44,18,192,82,99,Clownin Rounds,2023,D,0,0,0,1,0,NA
Boone Jenner,49,14,12,-9,18,6,119,74,57,Clownin Rounds,2023,CLW,1,1,0,0,1,NA
Jonathan Marchessault,74,40,25,-1,40,17,242,81,22,Clownin Rounds,2023,LWRW,0,1,1,0,1,NA
Shayne Gostisbehere,38,5,16,-23,12,11,71,16,37,Clownin Rounds,2023,D,0,0,0,1,0,NA
K'Andre Miller,10,0,3,5,8,0,9,10,16,Clownin Rounds,2023,D,0,0,0,1,0,NA
Mathew Barzal,70,20,48,-6,28,20,206,41,44,Clownin Rounds,2023,CRW,1,0,1,0,1,NA
Brady Skjei,56,10,22,4,30,11,137,43,57,Clownin Rounds,2023,D,0,0,0,1,0,NA
Bo Horvat,49,21,18,-7,29,12,154,24,25,Clownin Rounds,2023,C,1,0,0,0,0,NA
Gustav Forsling,43,5,17,31,8,1,84,64,53,Clownin Rounds,2023,D,0,0,0,1,0,NA
Brandon Hage,37,13,27,4,38,3,78,27,18,Clownin Rounds,2023,LWRW,0,1,1,0,1,NA
Viktor Arvidsso,10,5,5,2,8,3,32,3,15,Clownin Rounds,2023,LWRW,0,1,1,0,1,NA
Jared McCann,25,5,16,-6,8,8,72,11,8,Clownin Rounds,2023,CLW,1,1,0,0,1,NA
Chandler Stephenson,11,2,6,-2,0,3,11,5,4,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Luke Schenn,31,0,5,2,18,0,36,91,40,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Adrian Kemp,63,24,40,11,62,23,197,72,25,Commissioner Coulas,2023,CRW,1,0,1,0,1,NA
Jake DeBrusk,6,0,1,1,4,0,12,5,4,Commissioner Coulas,2023,LWRW,0,1,1,0,1,NA
William Nylander,76,33,54,-4,24,30,290,28,25,Commissioner Coulas,2023,RW,0,0,1,0,0,NA
Mikko Rantanen,72,40,56,24,44,36,249,36,46,Commissioner Coulas,2023,RW,0,0,1,0,0,NA
Carter Verhaeghe,73,34,35,18,34,20,232,55,18,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Jeff Skinner,33,11,13,-4,8,7,114,8,5,Commissioner Coulas,2023,LW,0,1,0,0,0,NA
Matthew Tkachuk,73,25,60,22,74,31,258,121,24,Commissioner Coulas,2023,LWRW,0,1,1,0,1,NA
Dougie Hamilto,20,5,11,-8,20,8,61,11,24,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Luke Hughe,3,0,0,0,2,0,5,0,1,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Radko Gudas,62,6,11,13,120,0,81,184,146,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Brayden McNabb,39,2,13,7,18,0,38,51,108,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Jake Walman,30,6,6,-1,16,3,50,11,78,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Bryan Rust,7,4,1,4,0,0,21,5,7,Commissioner Coulas,2023,RW,0,0,1,0,0,NA
Nico Hischie,53,22,31,-6,6,16,142,27,31,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Dylan Cozens,1,0,0,1,0,0,0,0,0,Commissioner Coulas,2023,CRW,1,0,1,0,1,NA
Owen Tippett,3,1,0,-1,0,0,9,3,1,Commissioner Coulas,2023,LWRW,0,1,1,0,1,NA
William Karlsson,26,12,7,1,14,8,72,6,15,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Sam Lafferty,7,0,2,1,0,0,6,10,4,Commissioner Coulas,2023,CRW,1,0,1,0,1,NA
Nazem Kadri,56,22,35,5,26,18,191,30,17,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Ryan O'Reilly,5,1,0,-4,0,1,16,2,1,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Ivan Barbashev,40,10,14,3,22,2,55,82,20,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Mattias Ekholm,49,7,24,40,31,0,106,73,59,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Jamie Drysdale,2,0,0,-4,0,0,3,0,8,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Nino Niederreiter,3,0,2,2,0,1,8,8,1,Commissioner Coulas,2023,RW,0,0,1,0,0,NA
Trevor Zegras,4,2,0,1,0,0,9,0,1,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Cole Perfetti,1,0,0,0,0,0,0,0,1,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Noah Hanifin,34,5,14,10,6,5,85,22,53,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Dylan Strome,1,0,1,1,0,0,0,0,0,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Eeli Tolvanen,4,1,0,-6,2,0,6,9,3,Commissioner Coulas,2023,LWRW,0,1,1,0,1,NA
Samuel Girard,31,0,8,5,6,1,31,36,46,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Brayden Schenn,2,1,0,-1,0,0,5,3,1,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Sean Monahan,4,0,0,-2,0,0,9,1,2,Commissioner Coulas,2023,C,1,0,0,0,0,NA
Corey Perry,2,0,1,2,0,0,2,1,0,Commissioner Coulas,2023,RW,0,0,1,0,0,NA
Jake McCabe,29,4,7,16,22,0,24,101,54,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Mason McTavish,2,0,1,0,2,0,2,0,0,Commissioner Coulas,2023,CLW,1,1,0,0,1,NA
Yegor Sharangovich,19,5,8,-17,2,8,40,3,10,Commissioner Coulas,2023,CLWRW,1,1,1,0,1,NA
Marcus Pettersson,5,0,2,4,8,0,3,7,9,Commissioner Coulas,2023,D,0,0,0,1,0,NA
Connor Bedard,61,21,34,-33,26,17,181,41,25,Hail Satan,2023,C,1,0,0,0,0,NA
Luke Evangelista,39,7,12,-2,8,3,70,14,16,Hail Satan,2023,RW,0,0,1,0,0,NA
Leon Draisaitl,69,34,57,22,60,32,193,49,21,Hail Satan,2023,CLW,1,1,0,0,1,NA
Max Domi,58,5,25,2,100,1,99,39,18,Hail Satan,2023,CLW,1,1,0,0,1,NA
Matthew Knies,65,9,16,4,32,2,90,124,25,Hail Satan,2023,LW,0,1,0,0,0,NA
Devon Toews,82,12,38,28,18,5,159,61,110,Hail Satan,2023,D,0,0,0,1,0,NA
Joe Pavelski,78,27,37,9,20,21,186,63,68,Hail Satan,2023,CRW,1,0,1,0,1,NA
Aleksander Barkov,65,21,52,37,22,23,172,72,46,Hail Satan,2023,C,1,0,0,0,0,NA
David Perron,62,13,22,-12,35,12,128,77,22,Hail Satan,2023,LWRW,0,1,1,0,1,NA
Tyler Toffoli,70,28,20,-9,12,16,206,58,10,Hail Satan,2023,LWRW,0,1,1,0,1,NA
Adam Fox,69,17,52,22,36,31,132,34,118,Hail Satan,2023,D,0,0,0,1,0,NA
Rasmus Dahlin,81,20,39,-3,66,20,235,168,154,Hail Satan,2023,D,0,0,0,1,0,NA
Justin Faulk,60,2,28,-2,39,7,132,75,104,Hail Satan,2023,D,0,0,0,1,0,NA
Kyle Connor,37,22,13,-1,2,13,119,10,12,Hail Satan,2023,LW,0,1,0,0,0,NA
Hampus Lindholm,13,1,4,7,14,1,21,4,13,Hail Satan,2023,D,0,0,0,1,0,NA
Yegor Sharangovich,18,10,4,-5,0,5,36,2,9,Hail Satan,2023,CLWRW,1,1,1,0,1,NA
Jonathan Drouin,27,6,16,6,12,7,41,15,11,Hail Satan,2023,LW,0,1,0,0,0,NA
Roman Josi,82,23,62,12,45,33,268,39,151,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Sebastian Aho,76,35,50,34,34,29,214,44,18,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Martin Necas,16,5,7,-10,6,4,38,14,6,HatTrick Swayzes,2023,CRW,1,0,1,0,1,NA
Brad Marchand,82,29,38,4,78,26,208,103,35,HatTrick Swayzes,2023,LW,0,1,0,0,0,NA
Kevin Fial,74,26,39,4,58,24,191,43,25,HatTrick Swayzes,2023,LW,0,1,0,0,0,NA
J.T. Miller,81,37,66,32,58,40,192,190,61,HatTrick Swayzes,2023,CRW,1,0,1,0,1,NA
Valeri Nichushkin,1,0,0,-1,2,0,2,1,0,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Darnell Nurse,8,1,1,-1,6,0,18,16,18,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Jakob Chychrun,31,7,15,-9,14,8,78,17,54,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Nico Hischie,3,0,0,1,2,0,4,4,1,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Mats Zuccarello,33,6,20,-3,12,10,82,11,19,HatTrick Swayzes,2023,RW,0,0,1,0,0,NA
Patrik Laine,6,1,0,-5,0,0,15,1,7,HatTrick Swayzes,2023,CLWRW,1,1,1,0,1,NA
Logan Cooley,4,0,3,0,2,3,3,1,4,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Rasmus Sandin,2,0,0,-1,2,0,1,1,3,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Morgan Rielly,69,7,48,5,27,19,167,77,132,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Ryan Johansen,2,0,0,-1,2,0,8,3,0,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Ryan Strome,3,0,1,1,0,0,4,2,0,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Filip Hronek,66,5,34,23,28,10,122,70,66,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Eeli Tolvanen,21,5,7,-2,4,3,48,35,23,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Mike Matheson,68,8,43,-19,48,20,145,35,153,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Mark Scheifele,56,19,29,19,40,11,115,46,32,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Pavel Buchnevich,8,4,4,-3,8,2,21,1,1,HatTrick Swayzes,2023,CLW,1,1,0,0,1,NA
Tanner Jeanno,4,2,0,-2,5,1,3,15,2,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Patrick Kane,34,14,15,1,6,6,96,11,10,HatTrick Swayzes,2023,RW,0,0,1,0,0,NA
Travis Konecny,46,16,27,-10,33,6,157,64,19,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Anze Kopita,22,3,11,-4,0,4,35,9,17,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Frank Vatrano,1,0,0,0,0,0,3,1,1,HatTrick Swayzes,2023,CLW,1,1,0,0,1,NA
Tyler Seguin,2,1,1,0,4,0,5,0,0,HatTrick Swayzes,2023,CRW,1,0,1,0,1,NA
Ryan O'Reilly,7,1,4,-3,2,1,18,3,6,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Ben Chiarot,3,0,1,0,2,0,3,5,7,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Cole Caufield,27,9,14,4,2,3,110,9,11,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Nick Seeler,9,0,1,-6,4,0,18,20,31,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Jordan Kyrou,8,5,7,2,2,6,22,2,4,HatTrick Swayzes,2023,CRW,1,0,1,0,1,NA
Johnny Gaudreau,1,0,2,2,0,0,0,0,1,HatTrick Swayzes,2023,LW,0,1,0,0,0,NA
Garnet Hathaway,1,0,0,-1,0,0,2,5,1,HatTrick Swayzes,2023,RW,0,0,1,0,0,NA
Matt Ro,1,0,1,1,0,0,0,2,4,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Yegor Sharangovich,1,0,0,0,2,0,0,0,4,HatTrick Swayzes,2023,CLWRW,1,1,1,0,1,NA
Evan Rodrigues,2,1,0,2,0,1,2,2,1,HatTrick Swayzes,2023,CLWRW,1,1,1,0,1,NA
Alex Killorn,5,3,1,-1,2,1,8,4,1,HatTrick Swayzes,2023,LWRW,0,1,1,0,1,NA
Liam O'Brien,1,0,0,-1,0,0,2,4,0,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
Martin Pospisil,1,0,0,-2,0,0,4,2,1,HatTrick Swayzes,2023,CRW,1,0,1,0,1,NA
Brenden Dillon,7,1,0,-2,9,0,6,23,14,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Brock Nelson,3,1,0,-2,2,0,5,2,7,HatTrick Swayzes,2023,CLW,1,1,0,0,1,NA
Bryan Rust,9,4,6,1,2,2,32,4,12,HatTrick Swayzes,2023,RW,0,0,1,0,0,NA
Jacob Trouba,7,0,0,0,21,0,8,20,9,HatTrick Swayzes,2023,D,0,0,0,1,0,NA
Alex Tuch,6,2,3,2,4,1,19,5,7,HatTrick Swayzes,2023,RW,0,0,1,0,0,NA
Tomas Hertl,5,2,1,-1,0,1,10,8,3,HatTrick Swayzes,2023,C,1,0,0,0,0,NA
